,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
53,Aleksandr Martynovich FC Krasnodar,34, D(CR),,23(1),2115,-,0.3,65.2,86.8,-,5.6,-,6.96
54,Fedor Smolov Lokomotiv Moscow,31, AM(CL),FW,16(5),1387,3,1.0,20.8,71.3,0.2,0.7,-,6.95
55,Dejan Lovren Zenit,32, D(C),,21,1846,-,0.3,56.8,82.2,0.1,6.1,-,6.95
56,Ilya Samoshnikov Rubin Kazan,24, D(LR),,21(3),1831,-,0.4,34.1,76.4,0.1,1.6,-,6.95
57,Oleg Danchenko FC Ufa,27, D(R),M(R),11(4),1016,5,2.0,27.1,80.1,1.9,2.9,-,6.94
58,Ivan Ordets Dinamo Moscow,29, D(C),,27,2384,-,0.2,50.3,82.2,-,4.8,-,6.94
59,Hwang In-Beom Rubin Kazan,25, M(C),,13(5),1263,2,1.7,36.2,82.2,0.9,2.1,-,6.94
60,Artem Polyarus FK Akhmat,29, AM(LR),,8(4),683,3,2.2,21.4,62.6,2.3,1.0,-,6.94
61,Aleksandr Filin Khimki,25, D(C),,16,1440,-,0.1,46.2,72.5,0.3,3.8,-,6.94
62,Daniil Fomin Dinamo Moscow,24, DMC,,29,2358,3,1.2,43.6,79.4,0.4,2.4,-,6.94
63,Reziuan Mirzov Khimki,28, AM(CL),FW,14(3),1316,1,1.4,27.7,76.6,0.3,0.7,0.1,6.93
64,Daniil Odoevskiy Zenit,18, Goalkeeper,,1,90,-,-,11.0,81.8,-,4.0,-,6.92
65,Mathias Normann FC Rostov,25, M(C),,15,1144,1,0.7,46.5,74.9,0.1,5.0,-,6.92
66,Vedran Corluka Lokomotiv Moscow,35, D(C),,22,1788,2,0.5,55.8,80.8,0.1,7.1,-,6.91
67,Miha Mevlja PFC Sochi,31, D(C),,29,2579,-,0.1,40.9,82.6,-,4.0,-,6.91
68,Anton Miranchuk Lokomotiv Moscow,26, AM(CLR),FW,13(10),1342,5,2.2,24.8,76.0,1.2,1.0,-,6.9
69,Danila Prokhin PFC Sochi,20, D(C),,6(1),552,-,0.4,36.6,70.3,-,3.1,-,6.9
70,Viktor Claesson FC Krasnodar,29, M(CLR),FW,20(4),1712,5,1.1,29.5,80.1,0.1,1.0,-,6.9
71,Igor Kalinin Ural,26, D(L),,22,1914,2,1,41.4,76.6,1.6,2.7,-,6.89
72,Oleg Ivanov FC Ufa,35, M(C),FW,8(1),710,-,0.9,46.1,79.3,0.4,3.8,-,6.89
73,Ilya Lantratov Khimki,26, GK,,30,2700,-,-,26.5,46.2,-,8.4,-,6.89
74,Konstantin Kuchaev CSKA Moscow,23, M(CLR),,18(3),1427,3,1.1,25.5,78.4,0.3,0.3,-,6.89
75,Sergey Terekhov PFC Sochi,31, D(CL),M(L),27,2375,1,0.7,38.0,73.0,0.4,1.9,-,6.89
76,Danil Glebov FC Rostov,22, M(C),,21(5),1922,3,0.6,37.2,73.5,0.2,2.5,-,6.89
77,Dennis Hadzikadunic FC Rostov,23, D(C),,25,2175,1,0.2,46.8,76.6,0.1,4.6,-,6.88
78,Vyacheslav Karavaev Zenit,26, D(LR),M(R),25,2170,3,0.9,46.2,85.8,0.8,2.7,-,6.88
79,Dmitri Tikhiy Khimki,29, D(C),,28,2446,-,0.3,42.3,74.3,-,2.5,-,6.88
80,Vladislav Kamilov FC Ufa,26, M(C),,17(1),1344,1,0.9,39.1,76.5,0.2,2.7,0.1,6.88
81,Soslan Takazov FC Tambov,28, D(CL),,6(1),583,-,0.1,30.3,70.3,-,4.1,-,6.87
82,Viktor Vasin CSKA Moscow,33, D(C),,10(3),1019,2,0.5,49.8,83.5,-,4.5,-,6.87
83,Filip Mrzljak FC Ufa,28, M(C),,13(2),1125,1,1.0,24.5,75.5,0.3,1.1,0.1,6.87
84,Alexander Lomovitskiy Khimki,23, M(LR),,6(2),554,-,0.5,20.8,74.7,0.6,1.3,-,6.87
85,Miroslav Bogosavac FK Akhmat,25, D(L),,28(1),2480,1,1.0,39.8,75.3,0.6,2.2,-,6.87
86,Komnen Andric FC Ufa,26, FW,,15(1),1344,3,1.0,22.4,63.5,-,0.8,0.1,6.86
87,Carl Starfelt Rubin Kazan,26, D(C),,29,2592,-,0.1,43.5,91.4,-,3.0,-,6.86
88,Magomed Ozdoev Zenit,29, M(C),,21(7),1885,3,1.3,43.2,82.8,0.5,4.3,-,6.86
89,Sebastián Driussi Zenit,25, AM(CLR),FW,11(5),884,3,1.2,31.8,84.1,0.6,2.1,-,6.86
90,Arsen Adamov Ural,22, D(CLR),,7(1),634,1,0.8,32.6,79.7,0.6,1.1,-,6.85
91,Moritz Bauer FC Ufa,29, D(R),M(LR),7,559,2,1.9,31.7,78.4,2.4,1.4,-,6.85
92,Nemanja Miletic FC Ufa,30, D(L),,8(1),742,-,1.3,27.7,68.3,1.4,1.9,-,6.85
93,Yaroslav Godzyur Ural,36, GK,,12,1080,-,-,23.4,58.4,-,6.3,-,6.85
94,Yuri Dyupin Rubin Kazan,33, GK,,26,2340,-,-,27.3,52.2,-,8.5,-,6.84
95,Konstantin Maradishvili CSKA Moscow,21, DMC,,24(2),2089,1,0.8,42.3,77.2,0.2,2.8,-,6.84
96,Ezequiel Ponce Spartak Moscow,24, AM(L),FW,18(7),1578,1,0.6,16.2,73.8,-,0.8,-,6.84
97,Abdul Mohammed Kadiri Arsenal Tula,25, D(C),DMC,9(2),810,-,0.3,38.0,79.2,-,3.5,-,6.84
98,Dmitriy Chistyakov Zenit,27, D(C),,9(5),829,1,0.3,37.0,88.6,-,2.4,-,6.83
99,Nikola Moro Dinamo Moscow,23, DMC,,18(6),1638,1,0.7,40.9,78.5,-,3.5,-,6.83
100,Filip Uremovic Rubin Kazan,24, D(CR),,22(2),1995,-,0.5,39.3,81.3,0.2,3.6,-,6.83
101,Yaroslav Rakitskiy Zenit,32, D(C),,24,2034,3,0.8,58.2,82.8,0.7,8.7,-,6.82
102,Kaio FC Krasnodar,26, D(C),DMC,22(2),1947,-,0.1,52.7,84.7,-,5.0,-,6.82
103,Brian Idowu Khimki,29, D(CLR),M(LR),28,2506,1,1.1,43.9,75.9,0.8,2.6,-,6.82
104,Bernard Berisha FK Akhmat,30, M(CLR),FW,23(4),1956,2,1.2,18.3,66.7,0.7,1.6,-,6.82
105,Daniil Lesovoy Arsenal Tula,23, AM(CL),,6,432,-,1,18.3,72.7,0.3,0.2,-,6.82
106,Igor Leshchuk Dinamo Moscow,25, GK,,3,270,-,-,19.3,50.0,-,6.0,-,6.82
107,Othman El Kabir Ural,30, AM(L),,13(1),1124,4,1.6,31.3,71.9,2.1,4.3,-,6.82
108,Artem Timofeev FK Akhmat,27, M(C),,25(1),2140,2,0.8,40.0,75.0,0.1,3.3,-,6.81
109,Eric Bicfalvi Ural,33, AM(C),FW,22,1946,1,1.3,28.5,74.3,0.1,1.0,-,6.81
110,Hördur Magnússon CSKA Moscow,28, D(CL),,21(1),1855,1,0.4,53.0,79.9,0.1,6.5,-,6.81
111,Marcus Berg FC Krasnodar,35, FW,,19(2),1613,3,1,19.8,69.0,-,0.4,-,6.8
112,Darko Jevtic Rubin Kazan,28, M(C),,22(3),1827,3,1.9,30.8,77.5,0.6,2.3,-,6.8
113,Emil Bohinen CSKA Moscow,22, Midfielder,,2(2),197,-,1.5,27.0,78.7,1.3,1.8,-,6.8
114,Matvey Safonov FC Krasnodar,22, GK,,21,1890,-,-,26.1,63.0,-,6.0,-,6.8
115,Aleksandr Belenov FC Ufa,35, GK,,29,2610,-,-,25.3,51.0,-,8.1,-,6.8
116,Cedric Gogoua FC Rotor Volgograd,27, D(C),,22,1927,-,0.2,40.0,76.5,-,4.2,-,6.8
117,Zoran Nizic FK Akhmat,32, D(C),,23(1),2020,1,0.2,40.5,83.2,-,4.0,-,6.79
118,Dmitri Skopintsev Dinamo Moscow,24, D(L),M(L),22(2),1851,1,0.7,29.5,77.1,0.7,1.3,-,6.79
119,Stefan Strandberg Ural,31, D(C),DMC,17,1478,1,0.5,56.6,79.9,0.1,5.6,0.1,6.79
120,Sergei Borodin FC Ufa,22, Defender,,0(1),42,-,-,23.0,78.3,-,1.0,-,6.79
121,Ismael Silva FK Akhmat,26, M(CL),,21(5),1735,4,1.3,37.5,82.5,1.1,3.2,-,6.79
122,Ilya Kukharchuk Khimki,31, M(CR),FW,16(5),1365,5,0.9,19.0,68.8,0.2,0.4,-,6.78
123,Salomón Rondón CSKA Moscow,32, FW,,9(1),743,2,0.8,15.2,73.7,-,0.3,-,6.78
124,Kings Kangwa Arsenal Tula,22, DMC,,14(7),1277,3,1.7,38.1,82.8,0.9,3.2,-,6.78
125,Nail Umyarov Spartak Moscow,21, DMC,,16(10),1501,4,0.6,39.7,83.2,0.1,1.3,-,6.77
126,Timofey Margasov PFC Sochi,29, D(CLR),M(R),22(1),1868,5,0.8,36.3,73.6,0.6,2.3,-,6.76
127,Yuri Gazinskiy FC Krasnodar,32, DMC,,25(1),1914,2,0.7,61.1,83.9,-,3.8,0.1,6.76
128,Kento Hashimoto FC Rostov,28, DMC,,14(5),1278,1,0.5,23.1,75.9,-,0.9,0.1,6.76
129,Kirill Nababkin CSKA Moscow,35, D(CLR),M(LR),3,226,-,-,41.3,83.9,-,0.3,-,6.76
130,Oleksandr Kaplienko FC Tambov,25, D(CL),,14(2),1271,1,0.5,33.2,78.5,0.6,3.1,-,6.76
131,Sergey Pesjakov FC Rostov,32, GK,,24,2160,-,-,30.3,62.1,-,7.4,-,6.76
132,Dmitriy Shomko FC Rotor Volgograd,31, D(L),,4,333,-,0.3,49.0,68.4,1,2.0,-,6.76
133,Ilya Pomazun Ural,25, GK,,17,1530,-,-,26.1,52.3,-,8.6,-,6.76
134,Vladimir Rykov Ural,34, D(C),,20(1),1832,-,0.4,39.4,83.6,-,4.1,-,6.76
135,Vyacheslav Grulev Dinamo Moscow,22, AM(L),FW,15(10),1379,1,1,13.2,68.6,0.1,0.1,-,6.76
136,Josip Condric FC Rotor Volgograd,28, GK,,22,1980,-,-,28.7,42.5,-,8.7,-,6.75
137,Nikita Burmistrov PFC Sochi,32, AM(CLR),FW,19(2),1468,1,1.1,25.6,76.2,0.4,1.3,-,6.75
138,Vitaly Gudiev FK Akhmat,26, GK,,14,1260,-,-,25.0,52.6,-,8.2,-,6.75
139,German Onugkha FC Tambov,25, FW,,7(4),691,-,0.2,13.5,54.7,-,0.2,-,6.75
140,Andrey Semenov FK Akhmat,32, D(CR),,18,1565,-,0.4,49.4,77.8,0.1,5.6,-,6.74
141,Vladimir Iljin FK Akhmat,29, AM(C),FW,25(3),2032,3,0.8,13.1,69.5,-,0.3,-,6.74
142,Andrey Mostovoy Zenit,24, AM(CLR),,8(18),972,2,0.9,17.6,84.1,0.3,0.3,-,6.73
143,Tonny Vilhena FC Krasnodar,26, D(L),M(CL),17(7),1500,2,0.9,35.3,78.3,0.6,2.0,0.1,6.73
144,Yuri Zhirkov Zenit,38, D(L),M(CL),7(8),704,2,0.7,25.8,81.9,1.3,2.2,-,6.73
145,Aleksey Shchetkin FC Rotor Volgograd,30, FW,,5,367,-,0.4,16.0,62.5,-,0.4,-,6.72
146,Georgi Zotov Rubin Kazan,31, D(LR),M(LR),15(2),1355,1,0.6,28.1,72.5,0.7,1.4,-,6.72
147,Anton Shunin Dinamo Moscow,34, GK,,27,2430,-,0.1,23.3,64.2,-,6.0,-,6.72
148,Baktiyor Zainutdinov CSKA Moscow,23, D(L),M(CLR),14(4),1211,1,0.7,31.4,85.0,0.1,1.2,-,6.72
149,Sergei Ryzhikov FC Tambov,41, GK,,20,1800,-,0.1,27.7,50.6,-,10.0,-,6.72
150,Igor Akinfeev CSKA Moscow,35, GK,,28,2520,-,-,20.1,52.9,-,5.3,-,6.72
151,Nikolay Zabolotny PFC Sochi,31, GK,,9,810,-,-,22.3,56.7,-,8.0,-,6.72
152,Cristian Ramírez FC Krasnodar,27, D(LR),,12(4),1052,1,1.3,42.3,85.8,0.9,1.6,-,6.72
153,Andrey Lunev Zenit,30, GK,,11(1),1028,-,-,20.0,79.6,-,4.8,-,6.71
154,Guilherme Lokomotiv Moscow,35, GK,,25,2224,-,-,24.8,79.2,-,6.6,-,6.7
155,Ali Sowe FC Rostov,27, FW,,11,988,-,1.1,15.7,72.8,0.2,0.3,0.2,6.7
156,Kristoffer Olsson FC Krasnodar,26, M(C),,18(8),1728,2,0.8,50.4,87.4,0.1,3.2,-,6.7
157,Aleksandr Dovbnya FC Rotor Volgograd,34, GK,,6,540,-,-,27.8,49.1,-,7.5,-,6.7
158,Joãozinho PFC Sochi,32, M(CLR),FW,21(2),1672,3,1.7,26.8,73.9,1.3,0.8,-,6.7
159,Dmitri Barinov Lokomotiv Moscow,25, D(C),M(C),8(5),686,1,0.5,28.3,80.7,0.1,1.0,0.1,6.7
160,Rifat Zhemaletdinov Lokomotiv Moscow,25, M(CLR),FW,17(5),1360,5,1,21.2,80.9,0.1,0.9,0.1,6.7
161,Odise Roshi FK Akhmat,30, M(CR),,1(5),250,-,1.3,11.3,73.5,0.7,0.2,-,6.69
162,Varazdat Haroyan Ural,29, D(C),,1,90,-,1,74.0,86.5,-,3.0,-,6.69
163,Aleksandr Maksimenko Spartak Moscow,23, GK,,29,2610,-,-,23.1,72.7,-,5.2,-,6.69
164,Soslan Dzhanaev PFC Sochi,34, GK,,21,1890,-,-,23.9,56.7,-,8.1,-,6.68
165,Sergey Tkachev Arsenal Tula,32, M(CLR),,11(10),1103,3,1.5,20.4,72.2,1,0.3,-,6.68
166,Konstantin Pliev FC Ufa,25, D(C),,17,1530,-,0.2,49.2,81.1,0.1,4.4,-,6.67
167,Vitali Lystsov Lokomotiv Moscow,26, D(C),,2(3),277,-,-,48.2,78.4,0.2,8.2,-,6.67
168,Georgi Kostadinov Arsenal Tula,31, D(C),M(C),17(3),1491,-,0.4,38.0,81.2,0.1,2.5,-,6.67
169,Emanuel Mammana PFC Sochi,25, D(C),,14(4),1312,1,0.2,35.2,83.6,-,3.3,-,6.67
170,Georgi Dzhikiya Spartak Moscow,27, D(CL),,27(1),2440,-,0.4,53.8,81.6,0.3,5.4,-,6.67
171,Vladislav Ignatjev Lokomotiv Moscow,34, D(LR),M(CLR),11(5),965,-,0.4,24.8,77.3,0.2,0.7,-,6.67
172,Ivan Maevski FC Rotor Volgograd,33, M(C),,4(1),365,-,-,37.8,69.8,-,2.8,-,6.66
173,Kirill Zaika PFC Sochi,29, M(LR),,16(7),1556,3,0.7,23.3,76.3,0.7,0.9,-,6.66
174,Egor Danilkin Khimki,26, D(C),,28(1),2505,-,0.2,35.9,77.1,-,3.1,-,6.66
175,Aleksandr Putsko FK Akhmat,28, D(C),,13(4),1317,-,0.1,41.8,79.9,-,4.9,-,6.66
176,Aleksey Ionov FC Rostov,32, AM(CLR),FW,9,723,2,1.8,24.4,75.5,1.8,0.7,-,6.66
177,Aleksey Sutormin Zenit,27, D(R),M(CLR),9(17),965,4,1,22.7,80.9,0.4,0.7,-,6.66
178,Alexander Lomovitskiy Arsenal Tula,23, M(LR),,17(1),1394,2,1,22.9,66.0,0.6,1.2,0.1,6.66
179,Daniil Kulikov Lokomotiv Moscow,23, DMC,,18(7),1675,2,0.9,34.6,78.6,0.4,1.8,-,6.65
180,Nikolay Zolotov Ural,27, D(L),,7(1),640,-,0.3,40.4,74.9,0.1,1.8,-,6.65
181,Fedor Chalov CSKA Moscow,23, AM(CR),FW,13(14),1227,4,0.8,14.0,70.1,-,0.4,-,6.65
182,Alan Dzagoev CSKA Moscow,31, M(CLR),FW,11(4),821,1,1.0,37.5,82.4,0.1,1.4,-,6.65
183,Oleg Kozhemyakin FC Rotor Volgograd,26, D(CR),,16(3),1443,1,0.2,35.2,71.1,0.2,2.8,-,6.65
184,Oleg Shatov Rubin Kazan,31, M(CLR),,17(4),1482,3,1.3,35.4,81.8,0.7,2.4,-,6.65
185,Maksim Nenakhov FK Akhmat,22, D(R),,26(1),2289,3,0.8,34.3,75.7,0.6,1.4,-,6.64
186,Dmitri Zhivoglyadov Lokomotiv Moscow,27, D(CLR),M(R),19(5),1763,2,0.8,34.1,76.9,0.7,2.3,-,6.64
187,Konstantin Tyukavin Dinamo Moscow,19, FW,,6(9),713,3,1.0,8.3,73.4,-,0.2,-,6.64
188,Evgeni Gapon Khimki,30, D(CL),,5(1),435,-,0.7,28.5,73.1,-,2.5,-,6.63
189,Danil Stepanov FC Rotor Volgograd,21, D(L),M(L),21(1),1917,1,0.4,32.1,70.9,0.4,1.7,-,6.62
190,Aleksandr Erokhin Zenit,32, M(CLR),FW,9(16),843,3,0.6,12.4,77.7,0.1,0.5,-,6.61
191,Roman Eremenko FC Rostov,34, M(CLR),,13(3),1041,1,1.2,30.6,76.1,0.7,3.0,-,6.61
192,Aleksandr Selikhov Spartak Moscow,27, GK,,1,90,-,-,23.0,52.2,-,7.0,-,6.61
193,Valeriu Ciuperca FC Tambov,29, M(C),,16,1337,-,0.9,44.0,86.8,0.1,2.8,-,6.61
194,Aleksandr Saplinov FC Rostov,24, M(C),,0(3),81,-,-,13.7,65.9,-,0.7,-,6.61
195,Robert Bauer Arsenal Tula,26, D(CLR),DMC,22,1971,-,0.6,38.8,80.9,0.2,2.5,-,6.61
196,Egor Baburin FC Rostov,28, GK,,4,360,-,-,22.0,46.6,-,5.5,-,6.61
197,Denis Terentjev FC Rostov,29, D(LR),,12(3),976,1,0.9,28.3,69.3,0.5,0.8,-,6.61
198,Evgeny Kharin FK Akhmat,26, M(LR),,22(7),1700,1,0.6,16.2,66.0,0.4,0.6,-,6.6
199,Guillermo Varela Dinamo Moscow,28, D(LR),,15(2),1371,-,0.5,41.2,79.9,0.5,1.4,-,6.6
200,Aleksandr Chernikov FC Krasnodar,21, DMC,,0(1),45,-,-,39.0,92.3,-,2.0,-,6.6
201,Wilker Ángel FK Akhmat,28, D(C),,11(5),1010,1,0.1,27.1,74.6,-,3.0,-,6.6
202,Clinton N'Jie Dinamo Moscow,28, AM(LR),FW,15(8),1131,-,0.7,13.5,73.5,0.2,0.4,-,6.6
203,Pavel Mamaev FC Rostov,33, M(CLR),,7(6),641,1,1.3,24.9,79.0,0.2,1.2,0.2,6.6
204,Aleksandr Kokorin Spartak Moscow,30, AM(CLR),FW,4(4),365,1,0.9,15.5,72.6,-,0.8,-,6.6
205,Pavel Pogrebnyak Ural,38, FW,,16(2),1351,-,1.1,16.0,71.9,0.1,0.3,-,6.59
206,Aleksey Gerasimov Ural,28, D(C),,16(3),1457,-,0.1,35.3,82.1,-,2.9,-,6.59
207,Ibrahim Tsallagov PFC Sochi,30, D(LR),DMC,24(2),2108,-,0.6,41.2,82.1,-,2.5,-,6.59
208,Artem Polyarus Khimki,29, AM(LR),,7(1),599,-,2.6,26.8,70.6,2.1,2.0,-,6.59
209,Zuriko Davitashvili FC Rotor Volgograd,20, AM(CLR),,19(1),1550,-,0.9,21.5,80.0,0.3,1.3,-,6.59
210,Andrey Egorychev Ural,28, M(CLR),,26,2119,-,0.4,25.7,71.2,0.2,0.8,-,6.58
211,Haitam Aleesami FC Rostov,30, D(L),M(L),8(5),744,-,0.3,30.1,75.4,0.4,2.2,-,6.58
212,Aleksey Ionov FC Krasnodar,32, AM(CLR),FW,16(3),1457,3,0.9,28.2,80.0,0.4,0.5,-,6.58
213,Aleksey Kozlov FC Rostov,34, D(R),M(R),20(4),1811,1,0.3,27.9,70.7,0.3,1.9,-,6.58
214,Alexey Nikitin FC Ufa,29, D(CR),,22(1),2012,-,0.1,35.1,82.7,-,2.1,-,6.57
215,Vladimir Dyadyun Khimki,33, AM(CLR),FW,12(3),967,1,0.8,18.3,65.8,0.1,0.5,-,6.57
216,Ade FC Tambov,39, D(C),,10(2),861,-,-,36.2,75.3,-,3.4,-,6.57
217,Egor Sorokin FC Krasnodar,26, D(C),,13(2),1172,-,0.1,51.5,78.8,-,3.5,-,6.57
218,Pavel Maslov Spartak Moscow,21, D(C),,24(1),2108,-,0.3,54.7,85.4,0.1,4.3,-,6.57
219,Roman Neustädter Dinamo Moscow,33, D(C),M(C),10(6),1006,-,0.1,37.3,86.2,-,2.0,-,6.57
220,Ivan Miladinovic PFC Sochi,27, D(C),,18(6),1773,-,0.1,32.8,80.5,0.1,2.6,-,6.57
221,Ivan Novoseltsev PFC Sochi,30, D(CLR),,11(4),906,1,0.3,25.6,74.5,0.2,2.3,-,6.57
222,Georgy Schennikov CSKA Moscow,30, D(L),M(L),20(2),1743,-,0.8,42.8,81.5,0.8,1.2,-,6.57
223,Silvije Begic Rubin Kazan,28, D(C),,15(3),1450,-,0.2,37.9,80.2,-,3.3,-,6.57
224,Aleksandr Dolgov Khimki,23, Forward,,2(4),195,1,0.5,9.7,70.7,0.2,0.2,0.2,6.57
225,Ilya Zhigulev FC Rotor Volgograd,25, M(C),,23(3),2061,-,1.1,37.3,76.7,0.6,2.3,-,6.56
226,Sergey Parshivlyuk Dinamo Moscow,32, D(R),M(R),21(1),1760,1,0.9,41.7,80.3,0.4,2.6,-,6.56
227,Aleksandr Troshechkin Khimki,25, DMC,,22(2),1845,3,0.7,29.7,71.8,0.1,1.1,-,6.56
228,Daniil Khlusevich Arsenal Tula,20, D(R),M(R),13(12),1243,3,0.6,14.8,64.0,0.3,0.5,-,6.56
