,Rating,name,age,position1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch
15,7.23,Anton Zabolotny PFC Sochi,30, FW,21(6),1964,9,4,3,0.9,0.3,2.1,0.6,0.7,2.3
16,7.21,Filip Dagerstål Khimki,24, D(CL),10,900,-,-,0.5,0.1,0.7,0.4,-,0.4,0.4
17,7.19,Mario Fernandes CSKA Moscow,31, D(R),23,1974,1,1,0.5,1.7,0.3,1.0,0.2,0.3,0.7
18,7.18,Grzegorz Krychowiak Lokomotiv Moscow,31, D(C),25(1),2261,9,3,2.4,0.8,1,2.7,-,1,1.3
19,7.18,Egor Baburin FC Krasnodar,28, GK,2,180,-,-,-,-,-,0.5,-,-,-
20,7.16,Dmitrii Merenchukov FC Tambov,22, Forward,2,175,-,1,0.5,3,1.0,1,-,1,1.5
21,7.16,Wendel Zenit,24, M(CL),13(2),1114,2,3,2.1,1.4,0.8,1.3,0.1,0.9,1.1
22,7.15,Evgeni Gorodov FC Krasnodar,35, GK,4,360,-,-,-,-,0.3,-,-,-,-
23,7.15,Pablo Lokomotiv Moscow,30, D(C),10,900,-,-,0.5,0.2,0.2,1,-,0.2,0.1
24,7.15,Daler Kuzyaev Zenit,28, D(R),14(4),1274,3,2,1.7,1,0.8,0.9,0.1,0.7,1.2
25,7.14,Daniil Lesovoy Dinamo Moscow,23, AM(CL),21(1),1748,5,3,2,2,2.5,1.5,0.4,2.4,2.3
26,7.12,Sebastian Szymanski Dinamo Moscow,22, AM(CR),28,2329,1,5,2.4,2.8,0.8,2.4,0.1,1.2,2.3
27,7.11,Artur Yusupov PFC Sochi,32, M(CL),22(1),1937,7,2,1.5,1.3,0.5,0.3,0.1,0.7,1.5
28,7.1,Ayrton Spartak Moscow,24, D(L),27,2327,2,1,1.6,1,1.7,1.4,0.1,1.6,1.6
29,7.1,Wanderson Maciel FC Krasnodar,27, AM(LR),16(5),1459,2,3,2.4,1.2,2.8,0.8,0.4,1.1,2.1
30,7.09,Djorde Despotovic Rubin Kazan,29, FW,21(5),1990,14,3,2.4,0.9,0.2,0.8,0.3,1,1.5
31,7.09,Denis Makarov Rubin Kazan,23, AM(R),20(8),1943,7,1,3,1.1,1.9,1.5,0.3,1.7,2.5
32,7.09,Arsen Zakharyan Dinamo Moscow,18, AM(CLR),10(3),889,3,3,2,1.7,0.5,0.7,0.5,0.8,1.5
33,7.08,Sergey Petrov FC Krasnodar,30, D(LR),9(1),796,2,1,1.2,1.5,0.5,1.4,-,0.3,0.3
34,7.07,Roman Zobnin Spartak Moscow,27, M(CLR),28,2455,1,3,1,2,1.2,2.5,0.1,1.3,1.4
35,7.07,Vitaliy Sychev FC Tambov,21, Goalkeeper,4,360,-,-,-,-,-,-,-,-,-
36,7.06,Chidera Ejuke CSKA Moscow,23, AM(LR),18(7),1591,5,2,2,0.9,3,0.7,0.2,1.2,2.2
37,7.06,Denis Glushakov Khimki,34, M(C),14(1),1243,3,1,1.9,1.1,0.3,0.7,-,1.1,1.1
38,7.03,Anton Kochenkov Lokomotiv Moscow,34, GK,5(1),474,-,-,-,-,-,-,-,-,-
39,7.03,Maciej Rybus Lokomotiv Moscow,32, D(LR),26,2340,1,1,0.6,0.9,0.3,0.6,-,0.3,1.3
40,7.03,Roman Evgenjev Dinamo Moscow,22, D(C),27,2338,1,1,0.6,0.4,0.4,0.1,-,0.3,0.7
41,7.02,Maksim Osipenko FC Rostov,27, D(C),28,2442,-,1,0.5,0.3,0.3,0.5,-,0.2,0.2
42,7.02,Samuel Gigot Spartak Moscow,28, D(C),26,2307,3,-,0.9,0.3,0.4,1.2,-,0.1,0.5
43,7.01,Victor Moses Spartak Moscow,30, M(CLR),18(1),1513,4,2,1.6,1.4,1.5,1.3,0.3,1.1,1.1
44,7.0,Rafal Augustyniak Ural,28, D(C),22(3),1932,4,-,1.4,0.5,0.8,1.2,0.1,0.6,1.0
45,6.99,Igor Diveev CSKA Moscow,22, D(C),23,2070,2,2,0.9,0.2,0.1,0.4,-,0.1,0.3
46,6.99,Maksim Mukhin Lokomotiv Moscow,20, DMC,8(2),715,-,-,0.6,-,0.5,0.9,-,0.6,0.7
47,6.98,Ivan Oblyakov CSKA Moscow,23, D(L),23(4),2080,1,3,1.4,1.4,0.4,1.0,-,0.7,1.1
48,6.97,Quincy Promes Spartak Moscow,29, M(CLR),10(1),895,3,2,3.4,1.9,1.0,0.9,0.3,1.6,2.5
49,6.97,Wilmar Barrios Zenit,28, DMC,26,2194,-,1,0.3,0.6,0.5,1.8,-,0.2,1.0
50,6.97,Denys Kulakov Ural,35, D(R),24(1),2156,-,3,0.5,1.6,0.6,1.0,0.2,0.4,0.6
51,6.97,Alex Král Spartak Moscow,23, DMC,28(1),2401,-,5,0.7,1.0,1,1.1,-,0.9,1.1
52,6.97,Baktiyor Zainutdinov FC Rostov,23, D(L),4,336,-,-,1.3,1.8,1,2.3,-,1.8,1.3
53,6.96,Aleksandr Martynovich FC Krasnodar,34, D(CR),23(1),2115,-,-,0.6,0.3,0.1,0.6,-,0.1,0.3
54,6.95,Fedor Smolov Lokomotiv Moscow,31, AM(CL),16(5),1387,7,3,2.4,1.0,0.9,0.8,0.4,1.4,1.5
55,6.95,Dejan Lovren Zenit,32, D(C),21,1846,2,-,1.0,0.3,-,0.5,0.1,0.2,0.2
56,6.95,Ilya Samoshnikov Rubin Kazan,24, D(LR),21(3),1831,2,-,0.6,0.4,0.8,0.6,-,0.6,0.8
57,6.94,Oleg Danchenko FC Ufa,27, D(R),11(4),1016,-,5,0.9,2.0,1.3,1.1,-,0.9,0.5
58,6.94,Ivan Ordets Dinamo Moscow,29, D(C),27,2384,3,-,0.4,0.2,-,0.6,-,0.2,0.1
59,6.94,Hwang In-Beom Rubin Kazan,25, M(C),13(5),1263,3,2,1.1,1.7,0.5,1.2,-,0.4,0.8
60,6.94,Artem Polyarus FK Akhmat,29, AM(LR),8(4),683,1,3,1.3,2.2,0.8,0.9,0.3,1,0.9
61,6.94,Aleksandr Filin Khimki,25, D(C),16,1440,-,-,-,0.1,0.1,0.8,-,0.1,0.4
62,6.94,Daniil Fomin Dinamo Moscow,24, DMC,29,2358,6,3,1.7,1.2,0.2,0.7,-,0.4,0.7
63,6.93,Reziuan Mirzov Khimki,28, AM(CL),14(3),1316,6,1,2.5,1.4,2,2.1,0.5,2.9,3.6
64,6.92,Daniil Odoevskiy Zenit,18, Goalkeeper,1,90,-,-,-,-,-,-,-,-,-
65,6.92,Mathias Normann FC Rostov,25, M(C),15,1144,1,1,1.5,0.7,1.1,2,-,0.7,0.9
66,6.91,Vedran Corluka Lokomotiv Moscow,35, D(C),22,1788,-,2,0.2,0.5,0.1,0.5,-,0.1,0.1
67,6.91,Miha Mevlja PFC Sochi,31, D(C),29,2579,3,-,0.2,0.1,0.1,0.9,-,0.2,-
68,6.9,Anton Miranchuk Lokomotiv Moscow,26, AM(CLR),13(10),1342,4,5,1.9,2.2,0.8,1.7,0.1,0.9,1.7
69,6.9,Danila Prokhin PFC Sochi,20, D(C),6(1),552,1,-,0.7,0.4,0.1,0.4,-,-,0.6
70,6.9,Viktor Claesson FC Krasnodar,29, M(CLR),20(4),1712,6,5,1.5,1.1,0.8,0.4,0.1,1,1.5
71,6.89,Igor Kalinin Ural,26, D(L),22,1914,1,2,0.3,1,0.4,1.1,0.1,0.7,1.0
72,6.89,Oleg Ivanov FC Ufa,35, M(C),8(1),710,1,-,1.2,0.9,0.2,0.8,-,0.8,0.7
73,6.89,Ilya Lantratov Khimki,26, GK,30,2700,-,-,-,-,-,0.2,-,-,0.1
74,6.89,Konstantin Kuchaev CSKA Moscow,23, M(CLR),18(3),1427,6,3,1.3,1.1,0.5,1.3,0.2,1.3,1.5
75,6.89,Sergey Terekhov PFC Sochi,31, D(CL),27,2375,3,1,0.9,0.7,0.3,1.9,0.2,0.6,0.6
76,6.89,Danil Glebov FC Rostov,22, M(C),21(5),1922,1,3,0.9,0.6,0.2,2.3,-,0.7,0.8
77,6.88,Dennis Hadzikadunic FC Rostov,23, D(C),25,2175,1,1,0.6,0.2,-,1.0,-,0.1,0.3
78,6.88,Vyacheslav Karavaev Zenit,26, D(LR),25,2170,3,3,0.8,0.9,0.2,0.1,0.2,0.4,0.7
79,6.88,Dmitri Tikhiy Khimki,29, D(C),28,2446,-,-,0.5,0.3,-,0.9,-,0.2,0.8
80,6.88,Vladislav Kamilov FC Ufa,26, M(C),17(1),1344,4,1,1.4,0.9,0.5,1.2,0.1,0.3,1
81,6.87,Soslan Takazov FC Tambov,28, D(CL),6(1),583,-,-,0.4,0.1,-,1.0,-,0.1,-
82,6.87,Viktor Vasin CSKA Moscow,33, D(C),10(3),1019,-,2,0.3,0.5,-,0.4,-,0.1,0.1
83,6.87,Filip Mrzljak FC Ufa,28, M(C),13(2),1125,4,1,1.0,1.0,0.1,1.2,0.2,0.3,1.3
84,6.87,Alexander Lomovitskiy Khimki,23, M(LR),6(2),554,2,-,1.0,0.5,2,1.9,-,1.6,1.3
85,6.87,Miroslav Bogosavac FK Akhmat,25, D(L),28(1),2480,-,1,0.3,1.0,1.1,1.2,-,0.8,1.3
86,6.86,Komnen Andric FC Ufa,26, FW,15(1),1344,3,3,1.8,1.0,0.5,2.2,0.4,1.6,3.7
87,6.86,Carl Starfelt Rubin Kazan,26, D(C),29,2592,3,-,0.3,0.1,-,0.4,-,-,0.2
88,6.86,Magomed Ozdoev Zenit,29, M(C),21(7),1885,-,3,0.8,1.3,0.3,0.4,0.1,0.4,0.8
89,6.86,Sebastián Driussi Zenit,25, AM(CLR),11(5),884,1,3,1.3,1.2,0.6,1.1,-,0.4,1.3
90,6.85,Arsen Adamov Ural,22, D(CLR),7(1),634,-,1,0.3,0.8,0.5,3.1,-,1,1.1
91,6.85,Moritz Bauer FC Ufa,29, D(R),7,559,-,2,0.1,1.9,0.1,0.3,-,0.4,0.9
92,6.85,Nemanja Miletic FC Ufa,30, D(L),8(1),742,1,-,0.7,1.3,1,1.8,-,1.2,1.7
93,6.85,Yaroslav Godzyur Ural,36, GK,12,1080,-,-,-,-,-,0.1,-,-,-
94,6.84,Yuri Dyupin Rubin Kazan,33, GK,26,2340,-,-,-,-,-,0.2,-,-,0.1
95,6.84,Konstantin Maradishvili CSKA Moscow,21, DMC,24(2),2089,1,1,0.7,0.8,0.5,1.1,-,0.7,1.5
96,6.84,Ezequiel Ponce Spartak Moscow,24, AM(L),18(7),1578,9,1,2.5,0.6,0.9,0.6,0.4,1.1,1.8
97,6.84,Abdul Mohammed Kadiri Arsenal Tula,25, D(C),9(2),810,2,-,1.3,0.3,1.2,0.5,-,0.2,0.5
98,6.83,Dmitriy Chistyakov Zenit,27, D(C),9(5),829,-,1,0.4,0.3,-,0.4,-,-,0.3
99,6.83,Nikola Moro Dinamo Moscow,23, DMC,18(6),1638,3,1,1.3,0.7,0.5,0.8,-,0.6,0.5
100,6.83,Filip Uremovic Rubin Kazan,24, D(CR),22(2),1995,-,-,0.7,0.5,0.2,0.6,-,0.5,0.5
101,6.82,Yaroslav Rakitskiy Zenit,32, D(C),24,2034,1,3,0.8,0.8,0.1,0.5,-,0.1,0.3
102,6.82,Kaio FC Krasnodar,26, D(C),22(2),1947,1,-,0.6,0.1,0.5,1.2,-,0.4,0.6
103,6.82,Brian Idowu Khimki,29, D(CLR),28,2506,3,1,0.8,1.1,0.3,0.6,0.1,0.5,1
104,6.82,Bernard Berisha FK Akhmat,30, M(CLR),23(4),1956,8,2,2.1,1.2,1.3,1.3,0.7,1.5,2.3
105,6.82,Daniil Lesovoy Arsenal Tula,23, AM(CL),6,432,2,-,1.8,1,2.7,1.8,-,2.2,1.8
106,6.82,Igor Leshchuk Dinamo Moscow,25, GK,3,270,-,-,-,-,-,-,-,-,-
107,6.82,Othman El Kabir Ural,30, AM(L),13(1),1124,1,4,1.7,1.6,0.7,2.1,0.3,0.9,1.6
108,6.81,Artem Timofeev FK Akhmat,27, M(C),25(1),2140,3,2,1.5,0.8,0.4,1.4,0.1,0.6,1.1
109,6.81,Eric Bicfalvi Ural,33, AM(C),22,1946,7,1,3.4,1.3,0.7,1.5,0.2,2,3.5
110,6.81,Hördur Magnússon CSKA Moscow,28, D(CL),21(1),1855,1,1,0.4,0.4,0.1,0.9,-,0.1,-
111,6.8,Marcus Berg FC Krasnodar,35, FW,19(2),1613,9,3,2.2,1,0.1,0.9,0.4,0.6,1.7
112,6.8,Darko Jevtic Rubin Kazan,28, M(C),22(3),1827,3,3,1.2,1.9,0.8,0.4,-,1.1,0.8
113,6.8,Emil Bohinen CSKA Moscow,22, Midfielder,2(2),197,-,-,0.5,1.5,1,0.3,-,0.3,2
114,6.8,Matvey Safonov FC Krasnodar,22, GK,21,1890,-,-,-,-,-,0.1,-,-,-
115,6.8,Aleksandr Belenov FC Ufa,35, GK,29,2610,-,-,-,-,-,-,-,-,-
116,6.8,Cedric Gogoua FC Rotor Volgograd,27, D(C),22,1927,-,-,0.4,0.2,0.2,0.5,-,0.1,0.4
117,6.79,Zoran Nizic FK Akhmat,32, D(C),23(1),2020,-,1,0.3,0.2,0.4,0.6,-,0.1,0.3
118,6.79,Dmitri Skopintsev Dinamo Moscow,24, D(L),22(2),1851,1,1,1.3,0.7,1.3,1,0.1,0.7,1.5
119,6.79,Stefan Strandberg Ural,31, D(C),17,1478,1,1,0.4,0.5,0.3,0.4,-,0.1,0.4
120,6.79,Sergei Borodin FC Ufa,22, Defender,0(1),42,-,-,2.0,-,-,-,-,-,-
121,6.79,Ismael Silva FK Akhmat,26, M(CL),21(5),1735,1,4,1.3,1.3,0.4,1.2,-,0.9,1
122,6.78,Ilya Kukharchuk Khimki,31, M(CR),16(5),1365,5,5,1.4,0.9,0.5,1.4,0.2,0.7,1.1
123,6.78,Salomón Rondón CSKA Moscow,32, FW,9(1),743,4,2,2.9,0.8,0.3,0.2,0.2,0.3,2.5
124,6.78,Kings Kangwa Arsenal Tula,22, DMC,14(7),1277,1,3,1.2,1.7,1,0.6,0.2,0.5,0.9
125,6.77,Nail Umyarov Spartak Moscow,21, DMC,16(10),1501,-,4,0.6,0.6,0.3,0.6,-,0.6,0.6
126,6.76,Timofey Margasov PFC Sochi,29, D(CLR),22(1),1868,-,5,0.6,0.8,0.2,0.4,-,0.3,0.5
127,6.76,Yuri Gazinskiy FC Krasnodar,32, DMC,25(1),1914,3,2,0.7,0.7,0.3,1,0.1,0.3,0.8
128,6.76,Kento Hashimoto FC Rostov,28, DMC,14(5),1278,6,1,1.5,0.5,0.3,0.6,0.1,0.6,1
129,6.76,Kirill Nababkin CSKA Moscow,35, D(CLR),3,226,-,-,0.3,-,-,0.3,-,-,0.3
130,6.76,Oleksandr Kaplienko FC Tambov,25, D(CL),14(2),1271,-,1,0.3,0.5,0.3,0.5,0.1,0.3,0.4
131,6.76,Sergey Pesjakov FC Rostov,32, GK,24,2160,-,-,-,-,-,-,-,-,-
132,6.76,Dmitriy Shomko FC Rotor Volgograd,31, D(L),4,333,-,-,0.5,0.3,0.8,0.3,-,1,0.8
133,6.76,Ilya Pomazun Ural,25, GK,17,1530,-,-,-,-,-,0.1,-,-,-
134,6.76,Vladimir Rykov Ural,34, D(C),20(1),1832,-,-,0.4,0.4,0.1,0.9,-,-,0.2
135,6.76,Vyacheslav Grulev Dinamo Moscow,22, AM(L),15(10),1379,4,1,2.3,1,0.8,1.1,0.2,1.6,1.9
136,6.75,Josip Condric FC Rotor Volgograd,28, GK,22,1980,-,-,-,-,-,0.1,-,-,0.1
137,6.75,Nikita Burmistrov PFC Sochi,32, AM(CLR),19(2),1468,6,1,2.1,1.1,0.5,0.6,0.4,1,1.6
138,6.75,Vitaly Gudiev FK Akhmat,26, GK,14,1260,-,-,-,-,-,-,-,-,-
139,6.75,German Onugkha FC Tambov,25, FW,7(4),691,4,-,1.9,0.2,1.1,1.6,0.3,1.9,2.3
140,6.74,Andrey Semenov FK Akhmat,32, D(CR),18,1565,2,-,0.3,0.4,0.1,0.9,-,0.1,0.1
141,6.74,Vladimir Iljin FK Akhmat,29, AM(C),25(3),2032,9,3,2.6,0.8,0.8,0.8,0.6,1.5,1.3
142,6.73,Andrey Mostovoy Zenit,24, AM(CLR),8(18),972,6,2,1.1,0.9,0.9,1,0.2,0.8,1.1
143,6.73,Tonny Vilhena FC Krasnodar,26, D(L),17(7),1500,2,2,2,0.9,0.9,1.2,-,0.8,1.5
144,6.73,Yuri Zhirkov Zenit,38, D(L),7(8),704,-,2,1,0.7,0.1,0.5,0.1,0.1,0.3
145,6.72,Aleksey Shchetkin FC Rotor Volgograd,30, FW,5,367,2,-,1.6,0.4,-,0.2,-,0.6,2
146,6.72,Georgi Zotov Rubin Kazan,31, D(LR),15(2),1355,-,1,0.4,0.6,1.1,0.9,0.1,0.6,1.5
147,6.72,Anton Shunin Dinamo Moscow,34, GK,27,2430,-,-,-,0.1,-,0.1,-,-,-
148,6.72,Baktiyor Zainutdinov CSKA Moscow,23, D(L),14(4),1211,1,1,1.2,0.7,0.4,1.4,0.1,0.4,1.2
149,6.72,Sergei Ryzhikov FC Tambov,41, GK,20,1800,-,-,-,0.1,-,-,-,-,-
150,6.72,Igor Akinfeev CSKA Moscow,35, GK,28,2520,-,-,-,-,-,-,-,-,-
151,6.72,Nikolay Zabolotny PFC Sochi,31, GK,9,810,-,-,-,-,-,-,-,-,-
152,6.72,Cristian Ramírez FC Krasnodar,27, D(LR),12(4),1052,-,1,0.9,1.3,0.5,0.8,0.2,0.4,0.8
153,6.71,Andrey Lunev Zenit,30, GK,11(1),1028,-,-,-,-,-,-,-,-,-
154,6.7,Guilherme Lokomotiv Moscow,35, GK,25,2224,-,-,-,-,-,-,-,-,0.1
155,6.7,Ali Sowe FC Rostov,27, FW,11,988,3,-,1.9,1.1,0.7,1,0.2,1.6,2.7
156,6.7,Kristoffer Olsson FC Krasnodar,26, M(C),18(8),1728,3,2,0.9,0.8,0.3,1.1,-,1,0.7
157,6.7,Aleksandr Dovbnya FC Rotor Volgograd,34, GK,6,540,-,-,-,-,-,-,-,-,0.2
158,6.7,Joãozinho PFC Sochi,32, M(CLR),21(2),1672,1,3,1,1.7,0.5,0.9,0.5,0.9,1.3
159,6.7,Dmitri Barinov Lokomotiv Moscow,25, D(C),8(5),686,1,1,1,0.5,0.1,0.4,-,0.1,0.8
160,6.7,Rifat Zhemaletdinov Lokomotiv Moscow,25, M(CLR),17(5),1360,3,5,0.9,1,1,1.1,0.3,1.2,1.6
161,6.69,Odise Roshi FK Akhmat,30, M(CR),1(5),250,2,-,2,1.3,0.5,0.7,0.2,0.8,0.7
162,6.69,Varazdat Haroyan Ural,29, D(C),1,90,-,-,1,1,-,-,-,-,-
163,6.69,Aleksandr Maksimenko Spartak Moscow,23, GK,29,2610,-,-,-,-,-,0.2,-,-,-
164,6.68,Soslan Dzhanaev PFC Sochi,34, GK,21,1890,-,-,-,-,-,0.1,-,-,-
165,6.68,Sergey Tkachev Arsenal Tula,32, M(CLR),11(10),1103,3,3,1.7,1.5,0.3,1,-,0.4,1.2
166,6.67,Konstantin Pliev FC Ufa,25, D(C),17,1530,-,-,0.4,0.2,0.2,0.4,-,0.4,0.3
167,6.67,Vitali Lystsov Lokomotiv Moscow,26, D(C),2(3),277,-,-,0.4,-,0.2,0.4,-,0.2,0.4
168,6.67,Georgi Kostadinov Arsenal Tula,31, D(C),17(3),1491,-,-,0.4,0.4,0.2,2.6,-,0.4,0.6
169,6.67,Emanuel Mammana PFC Sochi,25, D(C),14(4),1312,-,1,0.2,0.2,0.2,0.2,-,0.1,0.2
170,6.67,Georgi Dzhikiya Spartak Moscow,27, D(CL),27(1),2440,-,-,0.6,0.4,0.1,1.2,-,0.3,0.4
171,6.67,Vladislav Ignatjev Lokomotiv Moscow,34, D(LR),11(5),965,3,-,0.9,0.4,0.2,1.3,-,1.1,0.9
172,6.66,Ivan Maevski FC Rotor Volgograd,33, M(C),4(1),365,-,-,-,-,0.4,0.4,0.2,0.8,1.2
173,6.66,Kirill Zaika PFC Sochi,29, M(LR),16(7),1556,1,3,1,0.7,0.3,1.4,-,0.6,1.1
174,6.66,Egor Danilkin Khimki,26, D(C),28(1),2505,-,-,0.3,0.2,0.1,0.3,-,-,0.3
175,6.66,Aleksandr Putsko FK Akhmat,28, D(C),13(4),1317,-,-,0.5,0.1,0.4,0.4,0.1,0.1,0.3
176,6.66,Aleksey Ionov FC Rostov,32, AM(CLR),9,723,1,2,0.7,1.8,0.4,0.2,0.6,0.9,1.2
177,6.66,Aleksey Sutormin Zenit,27, D(R),9(17),965,3,4,0.8,1,0.3,0.5,-,0.7,0.8
178,6.66,Alexander Lomovitskiy Arsenal Tula,23, M(LR),17(1),1394,2,2,1.6,1,1.0,1.3,0.4,2.1,3.2
179,6.65,Daniil Kulikov Lokomotiv Moscow,23, DMC,18(7),1675,-,2,0.4,0.9,0.2,0.6,-,0.3,1.1
180,6.65,Nikolay Zolotov Ural,27, D(L),7(1),640,-,-,-,0.3,0.1,0.8,0.3,0.3,1.3
181,6.65,Fedor Chalov CSKA Moscow,23, AM(CR),13(14),1227,7,4,2.2,0.8,0.5,0.5,-,0.6,1.9
182,6.65,Alan Dzagoev CSKA Moscow,31, M(CLR),11(4),821,2,1,0.9,1.0,0.3,1.3,0.3,0.7,1.1
183,6.65,Oleg Kozhemyakin FC Rotor Volgograd,26, D(CR),16(3),1443,-,1,0.4,0.2,0.2,0.3,-,0.3,0.5
184,6.65,Oleg Shatov Rubin Kazan,31, M(CLR),17(4),1482,1,3,0.7,1.3,0.4,1.6,-,1.0,1.2
185,6.64,Maksim Nenakhov FK Akhmat,22, D(R),26(1),2289,-,3,0.6,0.8,0.4,0.8,-,0.8,0.9
186,6.64,Dmitri Zhivoglyadov Lokomotiv Moscow,27, D(CLR),19(5),1763,-,2,0.1,0.8,0.3,1.4,-,0.5,0.9
187,6.64,Konstantin Tyukavin Dinamo Moscow,19, FW,6(9),713,3,3,2,1.0,0.3,0.9,0.3,0.4,1.3
188,6.63,Evgeni Gapon Khimki,30, D(CL),5(1),435,-,-,0.2,0.7,0.5,1.2,-,0.3,0.3
189,6.62,Danil Stepanov FC Rotor Volgograd,21, D(L),21(1),1917,1,1,0.6,0.4,0.7,2.1,-,0.5,1.5
190,6.61,Aleksandr Erokhin Zenit,32, M(CLR),9(16),843,7,3,1.8,0.6,0.1,0.4,0.1,0.4,0.8
191,6.61,Roman Eremenko FC Rostov,34, M(CLR),13(3),1041,1,1,1.6,1.2,0.4,0.6,0.1,0.5,0.8
192,6.61,Aleksandr Selikhov Spartak Moscow,27, GK,1,90,-,-,-,-,-,-,-,-,-
193,6.61,Valeriu Ciuperca FC Tambov,29, M(C),16,1337,2,-,0.9,0.9,0.8,2.4,0.1,1.8,0.9
194,6.61,Aleksandr Saplinov FC Rostov,24, M(C),0(3),81,1,-,0.7,-,-,-,-,-,0.7
195,6.61,Robert Bauer Arsenal Tula,26, D(CLR),22,1971,1,-,0.9,0.6,0.6,1.3,-,0.8,0.6
196,6.61,Egor Baburin FC Rostov,28, GK,4,360,-,-,-,-,-,0.5,-,-,-
197,6.61,Denis Terentjev FC Rostov,29, D(LR),12(3),976,-,1,0.7,0.9,0.3,0.2,-,0.7,1.2
198,6.6,Evgeny Kharin FK Akhmat,26, M(LR),22(7),1700,3,1,0.7,0.6,0.4,0.9,0.1,1,1.6
199,6.6,Guillermo Varela Dinamo Moscow,28, D(LR),15(2),1371,-,-,0.3,0.5,0.7,0.9,0.1,0.5,1.2
200,6.6,Aleksandr Chernikov FC Krasnodar,21, DMC,0(1),45,-,-,2.0,-,-,1.0,-,-,1.0
201,6.6,Wilker Ángel FK Akhmat,28, D(C),11(5),1010,1,1,0.3,0.1,-,0.8,0.1,0.1,0.2
202,6.6,Clinton N'Jie Dinamo Moscow,28, AM(LR),15(8),1131,4,-,1.0,0.7,1.5,0.3,0.7,0.7,1.6
203,6.6,Pavel Mamaev FC Rostov,33, M(CLR),7(6),641,2,1,1.5,1.3,0.3,0.5,0.1,0.5,1.0
204,6.6,Aleksandr Kokorin Spartak Moscow,30, AM(CLR),4(4),365,2,1,0.8,0.9,0.3,1.1,0.3,0.5,0.3
205,6.59,Pavel Pogrebnyak Ural,38, FW,16(2),1351,4,-,1.8,1.1,0.4,1.2,0.8,0.7,1.8
206,6.59,Aleksey Gerasimov Ural,28, D(C),16(3),1457,-,-,0.2,0.1,0.1,0.2,-,0.1,0.1
207,6.59,Ibrahim Tsallagov PFC Sochi,30, D(LR),24(2),2108,-,-,0.4,0.6,0.2,1.0,-,0.4,0.7
208,6.59,Artem Polyarus Khimki,29, AM(LR),7(1),599,-,-,2.3,2.6,1,1.3,-,0.8,1.6
209,6.59,Zuriko Davitashvili FC Rotor Volgograd,20, AM(CLR),19(1),1550,-,-,2.1,0.9,1.8,1.2,0.1,2.3,2.7
210,6.58,Andrey Egorychev Ural,28, M(CLR),26,2119,2,-,1.0,0.4,1,0.8,0.1,0.7,2.0
211,6.58,Haitam Aleesami FC Rostov,30, D(L),8(5),744,-,-,0.2,0.3,0.2,0.3,-,0.2,0.5
212,6.58,Aleksey Ionov FC Krasnodar,32, AM(CLR),16(3),1457,4,3,0.7,0.9,0.3,0.4,0.7,0.2,1.3
213,6.58,Aleksey Kozlov FC Rostov,34, D(R),20(4),1811,1,1,0.4,0.3,-,0.7,-,0.7,0.6
214,6.57,Alexey Nikitin FC Ufa,29, D(CR),22(1),2012,-,-,0.4,0.1,-,0.7,-,0.1,0.2
215,6.57,Vladimir Dyadyun Khimki,33, AM(CLR),12(3),967,-,1,1.7,0.8,0.3,0.9,0.5,1.4,2.8
