,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
15,Anton Zabolotny PFC Sochi,30, FW,,21(6),1964,0.1,0.3,1.2,-,0.7,0.1,0.2,-,7.23
16,Filip Dagerstål Khimki,24, D(CL),DMC,10,900,2.9,2.9,1.5,0.1,2.7,1,0.7,-,7.21
17,Mario Fernandes CSKA Moscow,31, D(R),M(R),23,1974,1.9,2.2,0.7,-,2.4,0.4,0.5,-,7.19
18,Grzegorz Krychowiak Lokomotiv Moscow,31, D(C),M(C),25(1),2261,1.3,1.5,1.1,-,0.5,0.9,0.3,-,7.18
19,Egor Baburin FC Krasnodar,28, GK,,2,180,-,-,-,-,1,-,-,-,7.18
20,Dmitrii Merenchukov FC Tambov,22, Forward,,2,175,4,1.5,0.5,-,2.5,0.5,1,-,7.16
21,Wendel Zenit,24, M(CL),,13(2),1114,1.4,1,0.5,-,0.1,0.7,0.1,-,7.16
22,Evgeni Gorodov FC Krasnodar,35, GK,,4,360,-,-,-,-,-,-,-,-,7.15
23,Pablo Lokomotiv Moscow,30, D(C),,10,900,0.2,2.9,0.6,0.7,4.1,0.4,0.9,-,7.15
24,Daler Kuzyaev Zenit,28, D(R),M(CLR),14(4),1274,2.6,1.1,1.2,-,0.6,1,0.1,-,7.15
25,Daniil Lesovoy Dinamo Moscow,23, AM(CL),,21(1),1748,1.5,0.4,0.7,-,0.2,0.7,-,-,7.14
26,Sebastian Szymanski Dinamo Moscow,22, AM(CR),,28,2329,2.6,0.7,1.2,-,0.1,1,0.1,-,7.12
27,Artur Yusupov PFC Sochi,32, M(CL),,22(1),1937,1.7,0.9,0.7,-,1,1.2,0.2,-,7.11
28,Ayrton Spartak Moscow,24, D(L),M(L),27,2327,2.4,0.9,1.7,0.2,0.9,0.9,0.2,-,7.1
29,Wanderson Maciel FC Krasnodar,27, AM(LR),,16(5),1459,0.7,0.3,0.6,-,0.2,0.2,-,-,7.1
30,Djorde Despotovic Rubin Kazan,29, FW,,21(5),1990,0.3,0.2,0.9,-,0.5,0.2,0.1,-,7.09
31,Denis Makarov Rubin Kazan,23, AM(R),,20(8),1943,1.6,1.1,1.2,-,0.4,1.1,0.1,-,7.09
32,Arsen Zakharyan Dinamo Moscow,18, AM(CLR),,10(3),889,2,0.4,1.2,-,0.1,0.8,0.2,-,7.09
33,Sergey Petrov FC Krasnodar,30, D(LR),M(C),9(1),796,1.2,1.5,1.1,0.1,0.7,0.4,0.4,-,7.08
34,Roman Zobnin Spartak Moscow,27, M(CLR),,28,2455,1.3,1.3,1.1,0.1,0.9,0.7,0.1,-,7.07
35,Vitaliy Sychev FC Tambov,21, Goalkeeper,,4,360,-,-,-,-,0.5,-,-,-,7.07
36,Chidera Ejuke CSKA Moscow,23, AM(LR),FW,18(7),1591,0.8,0.4,0.2,-,0.2,0.5,-,-,7.06
37,Denis Glushakov Khimki,34, M(C),,14(1),1243,1.6,1.7,0.8,0.1,1.2,0.9,0.1,-,7.06
38,Anton Kochenkov Lokomotiv Moscow,34, GK,,5(1),474,-,-,-,-,0.5,-,-,-,7.03
39,Maciej Rybus Lokomotiv Moscow,32, D(LR),M(LR),26,2340,1.7,2,1.3,0.3,2.3,0.5,0.3,-,7.03
40,Roman Evgenjev Dinamo Moscow,22, D(C),,27,2338,2.0,2.7,1.0,0.5,3.4,0.7,0.6,-,7.03
41,Maksim Osipenko FC Rostov,27, D(C),,28,2442,1.6,2.2,0.6,0.8,5.0,0.5,0.6,-,7.02
42,Samuel Gigot Spartak Moscow,28, D(C),,26,2307,1.8,1.7,1.1,1,3.0,0.3,0.8,-,7.02
43,Victor Moses Spartak Moscow,30, M(CLR),,18(1),1513,1.0,0.9,1.2,0.1,0.8,0.5,0.1,-,7.01
44,Rafal Augustyniak Ural,28, D(C),DMC,22(3),1932,1.4,1.4,1.3,0.3,1.6,0.9,0.7,-,7.0
45,Igor Diveev CSKA Moscow,22, D(C),,23,2070,1.4,1.7,0.9,0.3,4.5,0.6,0.7,-,6.99
46,Maksim Mukhin Lokomotiv Moscow,20, DMC,,8(2),715,3.6,1.9,1.9,-,1.2,2.4,0.4,-,6.99
47,Ivan Oblyakov CSKA Moscow,23, D(L),M(CL),23(4),2080,1.6,1.3,0.8,-,0.8,0.6,0.3,-,6.98
48,Quincy Promes Spartak Moscow,29, M(CLR),FW,10(1),895,0.6,0.5,0.7,-,0.1,0.4,-,-,6.97
49,Wilmar Barrios Zenit,28, DMC,,26,2194,2.3,1.8,1.0,0.1,1.0,0.6,0.2,-,6.97
50,Denys Kulakov Ural,35, D(R),,24(1),2156,1.7,1.2,0.5,0.1,2.2,0.4,0.2,-,6.97
51,Alex Král Spartak Moscow,23, DMC,,28(1),2401,1.5,1.8,1.1,-,0.8,0.8,-,-,6.97
52,Baktiyor Zainutdinov FC Rostov,23, D(L),M(CLR),4,336,1.0,1.3,1.8,0.3,1.3,0.5,0.3,-,6.97
53,Aleksandr Martynovich FC Krasnodar,34, D(CR),,23(1),2115,1.3,2.6,0.8,0.6,3.5,0.5,0.5,-,6.96
54,Fedor Smolov Lokomotiv Moscow,31, AM(CL),FW,16(5),1387,0.3,0.1,0.6,-,0.2,0.3,-,-,6.95
55,Dejan Lovren Zenit,32, D(C),,21,1846,1.1,1.3,0.6,0.5,2.8,0.3,0.6,1,6.95
56,Ilya Samoshnikov Rubin Kazan,24, D(LR),,21(3),1831,2.8,2.3,1.0,0.3,2.2,0.7,0.2,-,6.95
57,Oleg Danchenko FC Ufa,27, D(R),M(R),11(4),1016,1.1,0.8,0.5,0.1,0.3,0.6,-,-,6.94
58,Ivan Ordets Dinamo Moscow,29, D(C),,27,2384,1.0,2.6,0.9,0.4,3.0,0.2,0.7,-,6.94
59,Hwang In-Beom Rubin Kazan,25, M(C),,13(5),1263,0.9,1.5,0.8,-,0.7,0.6,0.2,-,6.94
60,Artem Polyarus FK Akhmat,29, AM(LR),,8(4),683,0.4,0.6,0.6,-,0.7,0.3,0.1,-,6.94
61,Aleksandr Filin Khimki,25, D(C),,16,1440,1.8,2.8,1.2,0.4,3,0.9,0.6,-,6.94
62,Daniil Fomin Dinamo Moscow,24, DMC,,29,2358,1.6,0.8,1.6,-,1.1,0.7,0.1,-,6.94
63,Reziuan Mirzov Khimki,28, AM(CL),FW,14(3),1316,0.6,0.3,0.4,-,-,0.1,-,-,6.93
64,Daniil Odoevskiy Zenit,18, Goalkeeper,,1,90,-,-,-,-,-,-,-,-,6.92
65,Mathias Normann FC Rostov,25, M(C),,15,1144,1.7,1.5,1.5,0.1,0.9,0.5,0.5,-,6.92
66,Vedran Corluka Lokomotiv Moscow,35, D(C),,22,1788,0.4,1.7,0.3,0.4,4,0.2,0.7,-,6.91
67,Miha Mevlja PFC Sochi,31, D(C),,29,2579,1,1.3,0.6,0.7,5,0.1,0.6,-,6.91
68,Anton Miranchuk Lokomotiv Moscow,26, AM(CLR),FW,13(10),1342,0.6,0.4,0.9,-,0.3,0.5,0.1,-,6.9
69,Danila Prokhin PFC Sochi,20, D(C),,6(1),552,1.6,2.4,1.4,0.4,3.1,1.3,0.9,-,6.9
70,Viktor Claesson FC Krasnodar,29, M(CLR),FW,20(4),1712,1.1,0.5,0.7,-,0.5,0.5,0.1,-,6.9
71,Igor Kalinin Ural,26, D(L),,22,1914,1.3,2.2,1.3,-,2.2,0.5,0.3,-,6.89
72,Oleg Ivanov FC Ufa,35, M(C),FW,8(1),710,1.7,0.9,0.8,-,0.7,1.3,0.3,-,6.89
73,Ilya Lantratov Khimki,26, GK,,30,2700,0.1,-,-,-,0.7,-,-,-,6.89
74,Konstantin Kuchaev CSKA Moscow,23, M(CLR),,18(3),1427,1.4,0.6,0.9,-,0.5,0.8,-,-,6.89
75,Sergey Terekhov PFC Sochi,31, D(CL),M(L),27,2375,1.7,1.7,1.1,0.2,1.8,0.6,0.3,-,6.89
76,Danil Glebov FC Rostov,22, M(C),,21(5),1922,2.1,2,0.9,-,1.0,1.1,0.3,-,6.89
77,Dennis Hadzikadunic FC Rostov,23, D(C),,25,2175,1.0,1.4,1.5,0.7,4.3,0.2,0.5,-,6.88
78,Vyacheslav Karavaev Zenit,26, D(LR),M(R),25,2170,1.8,0.6,0.4,0.3,1.6,1.1,-,-,6.88
79,Dmitri Tikhiy Khimki,29, D(C),,28,2446,1.4,2.8,0.6,0.2,3.7,0.3,1,-,6.88
80,Vladislav Kamilov FC Ufa,26, M(C),,17(1),1344,1.2,0.9,1.8,-,1.6,0.9,0.3,-,6.88
81,Soslan Takazov FC Tambov,28, D(CL),,6(1),583,0.7,1.6,0.6,0.4,6.6,0.6,1,-,6.87
82,Viktor Vasin CSKA Moscow,33, D(C),,10(3),1019,1.2,1.6,0.6,0.9,3.2,0.7,0.5,-,6.87
83,Filip Mrzljak FC Ufa,28, M(C),,13(2),1125,2.8,0.7,2.3,-,1.1,0.7,0.1,-,6.87
84,Alexander Lomovitskiy Khimki,23, M(LR),,6(2),554,1.5,0.8,1.8,0.1,1.1,0.4,-,-,6.87
85,Miroslav Bogosavac FK Akhmat,25, D(L),,28(1),2480,2.4,2.4,0.7,0.1,1.0,0.6,0.2,-,6.87
86,Komnen Andric FC Ufa,26, FW,,15(1),1344,0.5,0.5,1.7,-,0.8,0.2,-,-,6.86
87,Carl Starfelt Rubin Kazan,26, D(C),,29,2592,1.1,1.4,0.4,0.8,3.9,0.1,0.8,-,6.86
88,Magomed Ozdoev Zenit,29, M(C),,21(7),1885,1.4,1.5,0.9,-,0.8,0.5,0.2,-,6.86
89,Sebastián Driussi Zenit,25, AM(CLR),FW,11(5),884,0.9,0.5,1.4,-,0.2,0.5,-,-,6.86
90,Arsen Adamov Ural,22, D(CLR),,7(1),634,1.8,2,1.3,0.1,1.1,0.4,0.3,-,6.85
91,Moritz Bauer FC Ufa,29, D(R),M(LR),7,559,0.6,0.7,0.4,-,0.9,0.4,-,-,6.85
92,Nemanja Miletic FC Ufa,30, D(L),,8(1),742,1.7,1.6,0.7,-,1.7,0.4,-,-,6.85
93,Yaroslav Godzyur Ural,36, GK,,12,1080,-,0.1,-,-,1.1,-,-,-,6.85
94,Yuri Dyupin Rubin Kazan,33, GK,,26,2340,0.1,-,-,-,1.3,-,-,-,6.84
95,Konstantin Maradishvili CSKA Moscow,21, DMC,,24(2),2089,2.4,1.8,1.3,-,0.7,0.7,0.2,-,6.84
96,Ezequiel Ponce Spartak Moscow,24, AM(L),FW,18(7),1578,0.4,0.1,1.7,-,0.4,0.2,-,-,6.84
97,Abdul Mohammed Kadiri Arsenal Tula,25, D(C),DMC,9(2),810,1.4,0.5,0.8,0.3,2.9,1.1,0.6,-,6.84
98,Dmitriy Chistyakov Zenit,27, D(C),,9(5),829,0.3,1.4,0.7,0.4,3.1,0.2,0.4,-,6.83
99,Nikola Moro Dinamo Moscow,23, DMC,,18(6),1638,1.5,1.7,1,-,1.2,0.8,0.3,-,6.83
100,Filip Uremovic Rubin Kazan,24, D(CR),,22(2),1995,1.6,1.4,0.8,0.8,3.9,0.3,0.5,-,6.83
101,Yaroslav Rakitskiy Zenit,32, D(C),,24,2034,0.6,1.2,1.1,0.7,2.1,0.1,0.5,-,6.82
102,Kaio FC Krasnodar,26, D(C),DMC,22(2),1947,1.5,2.5,1.3,0.6,3.1,0.3,0.4,-,6.82
103,Brian Idowu Khimki,29, D(CLR),M(LR),28,2506,1.8,1.4,1,0.2,2.8,0.7,0.2,-,6.82
104,Bernard Berisha FK Akhmat,30, M(CLR),FW,23(4),1956,1.1,0.7,1.3,-,-,0.7,-,-,6.82
105,Daniil Lesovoy Arsenal Tula,23, AM(CL),,6,432,0.8,0.3,0.7,-,0.3,0.5,-,-,6.82
106,Igor Leshchuk Dinamo Moscow,25, GK,,3,270,-,-,-,-,0.3,-,-,-,6.82
107,Othman El Kabir Ural,30, AM(L),,13(1),1124,1.1,0.6,0.4,-,0.4,0.1,-,-,6.82
108,Artem Timofeev FK Akhmat,27, M(C),,25(1),2140,1.8,1.8,1.3,-,1.6,1,0.1,-,6.81
109,Eric Bicfalvi Ural,33, AM(C),FW,22,1946,1,0.3,1.7,-,1.4,0.5,-,-,6.81
110,Hördur Magnússon CSKA Moscow,28, D(CL),,21(1),1855,0.9,1.5,1.1,0.4,3,0.4,0.6,-,6.81
111,Marcus Berg FC Krasnodar,35, FW,,19(2),1613,0.5,0.2,1.6,-,0.7,0.5,0.1,-,6.8
112,Darko Jevtic Rubin Kazan,28, M(C),,22(3),1827,1,0.6,1.1,-,0.6,0.9,0.2,-,6.8
113,Emil Bohinen CSKA Moscow,22, Midfielder,,2(2),197,1.8,1,0.8,-,-,1.5,-,-,6.8
114,Matvey Safonov FC Krasnodar,22, GK,,21,1890,0.1,-,-,-,1.2,0.1,-,-,6.8
115,Aleksandr Belenov FC Ufa,35, GK,,29,2610,-,-,-,-,1,0.1,-,-,6.8
116,Cedric Gogoua FC Rotor Volgograd,27, D(C),,22,1927,1.1,2.3,1.5,0.5,5.8,0.4,1.5,-,6.8
117,Zoran Nizic FK Akhmat,32, D(C),,23(1),2020,1,1.6,0.8,0.3,3.9,0.2,0.9,-,6.79
118,Dmitri Skopintsev Dinamo Moscow,24, D(L),M(L),22(2),1851,1.2,1.5,0.5,-,2,0.5,0.1,-,6.79
119,Stefan Strandberg Ural,31, D(C),DMC,17,1478,1.1,2.4,0.8,0.3,2.8,0.4,0.5,-,6.79
120,Sergei Borodin FC Ufa,22, Defender,,0(1),42,1.0,2.0,-,-,1.0,-,-,-,6.79
121,Ismael Silva FK Akhmat,26, M(CL),,21(5),1735,1.4,0.8,1.6,-,0.4,0.3,-,-,6.79
122,Ilya Kukharchuk Khimki,31, M(CR),FW,16(5),1365,0.8,1.0,1,-,0.5,0.7,-,-,6.78
123,Salomón Rondón CSKA Moscow,32, FW,,9(1),743,0.3,0.3,0.7,-,0.3,-,-,-,6.78
124,Kings Kangwa Arsenal Tula,22, DMC,,14(7),1277,1.6,0.8,0.7,-,0.5,0.6,-,-,6.78
125,Nail Umyarov Spartak Moscow,21, DMC,,16(10),1501,2.2,1.2,0.8,0.1,0.5,0.7,0.1,-,6.77
126,Timofey Margasov PFC Sochi,29, D(CLR),M(R),22(1),1868,1.4,1.2,1.3,0.1,1.5,0.6,0.2,-,6.76
127,Yuri Gazinskiy FC Krasnodar,32, DMC,,25(1),1914,0.9,1.6,0.8,-,0.7,0.3,0.3,1,6.76
128,Kento Hashimoto FC Rostov,28, DMC,,14(5),1278,1.4,1.5,1.5,-,1.3,0.4,0.1,-,6.76
129,Kirill Nababkin CSKA Moscow,35, D(CLR),M(LR),3,226,0.7,3.3,0.3,0.7,2.3,0.7,0.7,-,6.76
130,Oleksandr Kaplienko FC Tambov,25, D(CL),,14(2),1271,1.1,2.1,0.9,0.2,3.8,0.1,0.8,-,6.76
131,Sergey Pesjakov FC Rostov,32, GK,,24,2160,-,-,-,-,0.6,-,-,-,6.76
132,Dmitriy Shomko FC Rotor Volgograd,31, D(L),,4,333,1.5,2.8,1.3,-,2.0,1,0.3,-,6.76
133,Ilya Pomazun Ural,25, GK,,17,1530,0.1,0.1,-,-,0.4,0.1,-,-,6.76
134,Vladimir Rykov Ural,34, D(C),,20(1),1832,1.5,1.3,1.1,0.3,3.5,0.3,0.9,-,6.76
135,Vyacheslav Grulev Dinamo Moscow,22, AM(L),FW,15(10),1379,0.6,0.3,1.1,-,0.4,0.2,-,-,6.76
136,Josip Condric FC Rotor Volgograd,28, GK,,22,1980,-,-,-,-,1.0,0.1,-,-,6.75
137,Nikita Burmistrov PFC Sochi,32, AM(CLR),FW,19(2),1468,1.4,0.2,1.2,0.1,0.4,0.6,-,-,6.75
138,Vitaly Gudiev FK Akhmat,26, GK,,14,1260,-,-,-,-,0.6,0.1,-,-,6.75
139,German Onugkha FC Tambov,25, FW,,7(4),691,0.4,0.4,1.5,-,0.3,-,0.2,-,6.75
140,Andrey Semenov FK Akhmat,32, D(CR),,18,1565,1.3,1.5,1.4,0.2,3.2,0.7,1.2,-,6.74
141,Vladimir Iljin FK Akhmat,29, AM(C),FW,25(3),2032,0.5,0.4,1.3,-,0.5,0.2,-,-,6.74
142,Andrey Mostovoy Zenit,24, AM(CLR),,8(18),972,0.4,0.1,0.2,-,-,0.2,-,-,6.73
143,Tonny Vilhena FC Krasnodar,26, D(L),M(CL),17(7),1500,1.3,1.1,0.9,-,1,0.3,0.2,-,6.73
144,Yuri Zhirkov Zenit,38, D(L),M(CL),7(8),704,1.1,0.7,0.5,0.1,0.9,0.1,-,-,6.73
145,Aleksey Shchetkin FC Rotor Volgograd,30, FW,,5,367,0.2,0.4,0.6,-,1,0.2,-,-,6.72
146,Georgi Zotov Rubin Kazan,31, D(LR),M(LR),15(2),1355,1.4,2.1,1.2,0.2,1.5,1.2,-,-,6.72
147,Anton Shunin Dinamo Moscow,34, GK,,27,2430,0.1,-,-,-,0.7,-,-,-,6.72
148,Baktiyor Zainutdinov CSKA Moscow,23, D(L),M(CLR),14(4),1211,1.5,1.1,1.3,0.1,1.2,0.4,0.4,-,6.72
149,Sergei Ryzhikov FC Tambov,41, GK,,20,1800,-,0.1,0.1,0.1,0.4,0.1,-,-,6.72
150,Igor Akinfeev CSKA Moscow,35, GK,,28,2520,-,-,-,-,0.5,-,-,-,6.72
151,Nikolay Zabolotny PFC Sochi,31, GK,,9,810,-,-,-,-,1.2,-,-,-,6.72
152,Cristian Ramírez FC Krasnodar,27, D(LR),,12(4),1052,0.8,1.3,0.4,0.1,0.8,0.4,0.1,-,6.72
153,Andrey Lunev Zenit,30, GK,,11(1),1028,-,-,-,-,0.7,-,-,-,6.71
154,Guilherme Lokomotiv Moscow,35, GK,,25,2224,-,-,-,-,0.8,0.1,-,-,6.7
155,Ali Sowe FC Rostov,27, FW,,11,988,0.2,-,1,-,0.5,0.1,-,-,6.7
156,Kristoffer Olsson FC Krasnodar,26, M(C),,18(8),1728,1.6,1.1,1.3,-,0.4,0.7,0.3,-,6.7
157,Aleksandr Dovbnya FC Rotor Volgograd,34, GK,,6,540,-,-,-,-,1.5,-,-,-,6.7
158,Joãozinho PFC Sochi,32, M(CLR),FW,21(2),1672,0.8,0.6,0.5,-,0.3,0.3,-,-,6.7
159,Dmitri Barinov Lokomotiv Moscow,25, D(C),M(C),8(5),686,1.4,0.5,1.5,-,1.0,0.6,0.2,-,6.7
160,Rifat Zhemaletdinov Lokomotiv Moscow,25, M(CLR),FW,17(5),1360,0.7,0.5,1.5,-,0.7,0.7,-,-,6.7
161,Odise Roshi FK Akhmat,30, M(CR),,1(5),250,0.8,-,0.8,-,-,0.3,-,-,6.69
162,Varazdat Haroyan Ural,29, D(C),,1,90,1,3,2,-,4,2,1,-,6.69
163,Aleksandr Maksimenko Spartak Moscow,23, GK,,29,2610,-,-,-,-,0.4,-,-,-,6.69
164,Soslan Dzhanaev PFC Sochi,34, GK,,21,1890,-,-,-,-,0.7,-,-,-,6.68
165,Sergey Tkachev Arsenal Tula,32, M(CLR),,11(10),1103,1.4,0.7,1.2,-,0.5,0.3,-,-,6.68
166,Konstantin Pliev FC Ufa,25, D(C),,17,1530,1.4,2.8,1.4,0.4,2.7,0.6,0.5,-,6.67
167,Vitali Lystsov Lokomotiv Moscow,26, D(C),,2(3),277,0.8,1,0.4,1,2.6,-,0.2,-,6.67
168,Georgi Kostadinov Arsenal Tula,31, D(C),M(C),17(3),1491,1.4,1.8,1.1,0.1,1.4,0.3,0.4,-,6.67
169,Emanuel Mammana PFC Sochi,25, D(C),,14(4),1312,1.1,1.7,0.7,0.2,4.2,0.4,0.5,-,6.67
170,Georgi Dzhikiya Spartak Moscow,27, D(CL),,27(1),2440,0.8,1.4,0.4,0.7,3.0,0.3,0.5,-,6.67
171,Vladislav Ignatjev Lokomotiv Moscow,34, D(LR),M(CLR),11(5),965,1.5,0.9,0.8,-,1.0,0.4,-,-,6.67
172,Ivan Maevski FC Rotor Volgograd,33, M(C),,4(1),365,3.0,3.2,1.0,-,1.4,1.8,0.2,-,6.66
173,Kirill Zaika PFC Sochi,29, M(LR),,16(7),1556,0.9,1.0,1.2,-,1.1,0.3,0.3,-,6.66
174,Egor Danilkin Khimki,26, D(C),,28(1),2505,0.8,1.7,0.9,0.6,4.8,0.2,0.8,-,6.66
175,Aleksandr Putsko FK Akhmat,28, D(C),,13(4),1317,0.8,1.1,0.6,0.2,3.8,0.2,0.6,1,6.66
176,Aleksey Ionov FC Rostov,32, AM(CLR),FW,9,723,0.3,0.4,0.6,-,0.1,0.3,-,-,6.66
177,Aleksey Sutormin Zenit,27, D(R),M(CLR),9(17),965,1.1,0.4,0.7,-,0.2,0.5,-,-,6.66
178,Alexander Lomovitskiy Arsenal Tula,23, M(LR),,17(1),1394,1.1,0.8,1.3,-,0.6,0.4,0.1,-,6.66
179,Daniil Kulikov Lokomotiv Moscow,23, DMC,,18(7),1675,1.6,1.2,1.2,-,1.1,1.1,0.2,-,6.65
180,Nikolay Zolotov Ural,27, D(L),,7(1),640,3.4,2.3,1.5,-,1.4,0.8,0.4,-,6.65
181,Fedor Chalov CSKA Moscow,23, AM(CR),FW,13(14),1227,0.3,0.2,0.5,-,0.2,0.1,-,-,6.65
182,Alan Dzagoev CSKA Moscow,31, M(CLR),FW,11(4),821,0.8,0.4,0.8,-,0.7,0.5,0.2,-,6.65
183,Oleg Kozhemyakin FC Rotor Volgograd,26, D(CR),,16(3),1443,0.9,2.2,0.7,0.3,2.9,0.3,0.4,-,6.65
184,Oleg Shatov Rubin Kazan,31, M(CLR),,17(4),1482,1.0,0.9,0.7,0.1,0.5,0.7,0.3,-,6.65
185,Maksim Nenakhov FK Akhmat,22, D(R),,26(1),2289,1.7,1.8,1.0,-,1.4,0.6,0.2,-,6.64
186,Dmitri Zhivoglyadov Lokomotiv Moscow,27, D(CLR),M(R),19(5),1763,1.4,0.9,1.0,0.3,1.7,0.5,0.3,-,6.64
187,Konstantin Tyukavin Dinamo Moscow,19, FW,,6(9),713,0.1,0.1,0.7,-,0.2,0.1,0.1,-,6.64
188,Evgeni Gapon Khimki,30, D(CL),,5(1),435,1.0,2.0,0.8,0.8,2.2,0.8,0.3,-,6.63
189,Danil Stepanov FC Rotor Volgograd,21, D(L),M(L),21(1),1917,2.5,1.3,1.4,0.1,2.5,1.3,0.4,-,6.62
190,Aleksandr Erokhin Zenit,32, M(CLR),FW,9(16),843,0.3,0.4,0.8,-,0.4,0.1,-,-,6.61
191,Roman Eremenko FC Rostov,34, M(CLR),,13(3),1041,1.2,0.6,1,-,0.3,1,0.1,-,6.61
192,Aleksandr Selikhov Spartak Moscow,27, GK,,1,90,-,-,-,-,1.0,-,-,-,6.61
193,Valeriu Ciuperca FC Tambov,29, M(C),,16,1337,1.3,0.8,2,-,0.7,0.6,-,-,6.61
194,Aleksandr Saplinov FC Rostov,24, M(C),,0(3),81,0.3,0.3,0.7,-,0.3,0.3,-,-,6.61
195,Robert Bauer Arsenal Tula,26, D(CLR),DMC,22,1971,2,1.7,1,0.3,1.8,0.5,0.3,-,6.61
196,Egor Baburin FC Rostov,28, GK,,4,360,-,-,-,-,1.5,-,-,-,6.61
197,Denis Terentjev FC Rostov,29, D(LR),,12(3),976,1.3,1.5,0.8,0.1,1.2,0.6,0.2,-,6.61
198,Evgeny Kharin FK Akhmat,26, M(LR),,22(7),1700,1,0.8,1.1,-,0.9,0.2,0.1,-,6.6
199,Guillermo Varela Dinamo Moscow,28, D(LR),,15(2),1371,1,2.1,1,0.2,1.1,0.6,0.1,-,6.6
200,Aleksandr Chernikov FC Krasnodar,21, DMC,,0(1),45,1.0,-,2.0,-,-,1,-,-,6.6
201,Wilker Ángel FK Akhmat,28, D(C),,11(5),1010,0.7,1.6,0.8,0.3,2.9,0.2,0.4,1,6.6
202,Clinton N'Jie Dinamo Moscow,28, AM(LR),FW,15(8),1131,0.4,0.2,0.8,-,-,0.2,-,-,6.6
203,Pavel Mamaev FC Rostov,33, M(CLR),,7(6),641,0.3,0.3,0.2,-,0.2,0.2,0.2,-,6.6
204,Aleksandr Kokorin Spartak Moscow,30, AM(CLR),FW,4(4),365,0.1,0.1,0.3,0.1,0.1,-,-,-,6.6
205,Pavel Pogrebnyak Ural,38, FW,,16(2),1351,0.3,0.2,1.6,-,0.1,0.3,0.2,-,6.59
206,Aleksey Gerasimov Ural,28, D(C),,16(3),1457,0.5,0.9,0.7,0.3,4.4,0.1,0.8,-,6.59
207,Ibrahim Tsallagov PFC Sochi,30, D(LR),DMC,24(2),2108,1.4,1.5,1.0,-,1.2,0.3,0.3,-,6.59
208,Artem Polyarus Khimki,29, AM(LR),,7(1),599,0.6,0.4,1.1,-,0.8,0.8,-,-,6.59
209,Zuriko Davitashvili FC Rotor Volgograd,20, AM(CLR),,19(1),1550,1.4,0.7,0.7,-,0.2,0.7,0.1,-,6.59
210,Andrey Egorychev Ural,28, M(CLR),,26,2119,1.3,1.0,1.7,-,0.6,0.4,0.1,-,6.58
211,Haitam Aleesami FC Rostov,30, D(L),M(L),8(5),744,0.9,1.3,1.3,0.2,2.5,0.5,0.4,-,6.58
212,Aleksey Ionov FC Krasnodar,32, AM(CLR),FW,16(3),1457,0.6,0.5,0.6,-,0.3,0.3,0.1,1,6.58
213,Aleksey Kozlov FC Rostov,34, D(R),M(R),20(4),1811,1.5,1.2,0.7,0.2,1.5,0.4,0.2,-,6.58
214,Alexey Nikitin FC Ufa,29, D(CR),,22(1),2012,0.5,2.0,0.7,0.6,4.1,0.5,0.8,-,6.57
215,Vladimir Dyadyun Khimki,33, AM(CLR),FW,12(3),967,0.3,0.7,1.3,0.1,1.1,0.5,0.3,-,6.57
