,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
84,Ari FC Krasnodar,35, AM(R),FW,18,1549,0.2,0.1,1.7,-,0.8,0.2,0.1,-,6.91
85,Vedran Corluka Lokomotiv Moscow,35, D(C),,27,2357,0.7,1.3,0.4,0.6,5.6,0.2,0.6,-,6.9
86,Ivan Novoseltsev PFC Sochi,30, D(CLR),,18,1551,0.9,2.4,0.4,0.5,4.1,0.4,0.6,-,6.9
87,Goran Causic Arsenal Tula,29, M(C),,20(1),1736,1.8,1.3,1.4,-,1.6,0.3,0.3,-,6.89
88,Ricardo Alves FC Orenburg,28, AM(CLR),,21,1700,1.2,0.9,1,-,0.4,1.3,-,-,6.89
89,Maksim Glushenkov Krylya Sovetov Samara,22, FW,,8(2),649,1.4,0.4,1.1,-,0.2,0.6,-,-,6.89
90,Aleksandr Belenov FC Ufa,35, GK,,26,2340,0.1,-,-,-,1.0,-,-,-,6.88
91,Roman Evgenjev Dinamo Moscow,22, D(C),,11(3),1021,1.5,1.5,0.9,0.4,4.4,0.4,0.5,-,6.88
92,Igor Smolnikov Zenit,33, D(LR),M(R),11(1),858,1.0,1.4,1,0.4,0.8,0.1,-,-,6.88
93,Taras Burlak Krylya Sovetov Samara,31, D(C),,8,687,0.8,1.8,0.4,0.3,5.1,0.4,1.5,-,6.88
94,Mikhail Merkulov Ural,27, D(L),,18,1569,2.8,2.1,0.6,0.7,2.1,0.7,0.3,-,6.88
95,Cedric Gogoua CSKA Moscow,27, D(C),,3(1),185,1.3,1.8,0.3,0.3,2.0,-,0.8,-,6.88
96,Daniil Khlusevich Arsenal Tula,20, D(R),M(R),4(1),367,2.6,0.6,1.4,-,2.6,1.2,-,-,6.87
97,Daniil Lesovoy Arsenal Tula,23, AM(CL),,22(5),1973,1.1,0.4,1,-,0.2,0.7,-,-,6.87
98,Wilker Ángel FK Akhmat,28, D(C),,18(1),1574,0.9,2,1.3,0.9,4.1,0.4,0.9,-,6.86
99,Catalin Carp FC Ufa,28, DMC,,24,2132,2.0,1.6,1.3,-,2.0,1.9,0.3,-,6.86
100,Carl Starfelt Rubin Kazan,26, D(C),,10,900,0.7,1.8,0.8,0.2,4.4,0.1,0.9,-,6.86
101,Egor Shamov Arsenal Tula,27, GK,,9,810,0.1,0.1,0.1,-,1.2,-,-,-,6.86
102,Maxim Karpov Krylya Sovetov Samara,26, D(C),,21,1882,2,2.2,1.4,0.4,3.9,0.6,0.8,-,6.86
103,Murilo Cerqueira Lokomotiv Moscow,24, D(C),DMC,21(4),1809,1.8,1.4,1,0.5,4.0,0.4,0.3,-,6.85
104,Miroslav Bogosavac FK Akhmat,25, D(L),,9(1),836,2.9,1.9,0.6,-,1.3,0.8,0.2,-,6.85
105,Vyacheslav Karavaev Zenit,26, D(LR),M(R),17(3),1499,2.1,0.7,0.6,0.1,1.7,0.7,0.2,-,6.85
106,Nikolay Zabolotny PFC Sochi,31, GK,,5,450,0.2,-,-,-,1.8,0.2,-,-,6.85
107,Guilherme Lokomotiv Moscow,35, GK,,24,2103,-,-,-,-,0.5,-,-,-,6.85
108,Daniil Krugovoy FC Ufa,23, D(L),M(L),8(4),775,1.6,1.6,0.5,0.1,1.3,0.5,0.2,-,6.85
109,Ruslan Kambolov FC Krasnodar,31, D(C),DMC,10(6),902,1.6,1.8,1.3,0.1,0.9,0.6,0.3,-,6.84
110,Yordan Osorio Zenit,27, D(C),,4(3),443,0.7,1.6,0.4,-,3.1,0.6,0.7,-,6.84
111,Ivan Miladinovic PFC Sochi,27, D(C),,22,1925,1.2,1.8,1.1,0.9,4.9,0.5,0.7,-,6.84
112,Nikita Burmistrov PFC Sochi,32, AM(CLR),FW,19(4),1573,1.8,0.6,1.3,-,0.7,1.7,0.1,-,6.84
113,Dmitri Barinov Lokomotiv Moscow,25, D(C),M(C),23,2070,1.9,1.4,1.9,-,1.6,1.2,0.4,-,6.84
114,Miha Mevlja PFC Sochi,31, D(C),,19,1626,1.2,1.2,0.9,0.6,4.9,0.4,0.6,1,6.83
115,Tonny Vilhena FC Krasnodar,26, D(L),M(CL),20,1725,1.0,1.4,1.5,-,0.9,0.6,0.4,-,6.83
116,Eric Bicfalvi Ural,33, AM(C),FW,24(2),2098,1.1,0.4,1.8,-,1.2,0.8,0.3,-,6.83
117,Khvicha Kvaratskhelia Rubin Kazan,20, AM(LR),,14(13),1469,1.0,0.6,0.6,-,0.3,0.7,0.1,-,6.83
118,Rémy Cabella FC Krasnodar,31, M(CLR),FW,5(4),362,1.4,0.7,1.0,-,-,0.2,-,-,6.83
119,Ionut Nedelcearu FC Ufa,25, D(C),,20,1775,1.5,2.0,0.7,0.5,3.1,0.3,0.6,-,6.83
120,Viktor Vasin CSKA Moscow,33, D(C),,9(2),730,0.9,1.6,0.7,0.5,2.5,0.1,0.3,-,6.83
121,Anton Miranchuk Lokomotiv Moscow,26, AM(CLR),FW,13(4),1111,1.3,0.5,1.1,-,0.2,0.6,0.1,-,6.82
122,Georgi Kostadinov Arsenal Tula,31, D(C),M(C),23(1),2020,2.0,1.9,1.6,0.1,2.7,0.7,0.3,-,6.82
123,Georgi Dzhikiya Spartak Moscow,27, D(CL),,27,2423,1.2,1.3,0.9,0.5,3.8,0.2,1,-,6.81
124,Ismael Silva FK Akhmat,26, M(CL),,28(1),2507,1.4,0.9,1.8,-,0.6,0.8,-,-,6.81
125,Oston Urunov FC Ufa,20, AM(C),,9(1),805,1.1,0.5,1.9,-,0.4,0.5,-,-,6.81
126,Rafal Augustyniak Ural,28, D(C),DMC,24(5),2260,2.3,1.0,1.2,-,0.9,1.2,0.5,-,6.81
127,Dmitri Kombarov Krylya Sovetov Samara,34, D(L),M(L),20(2),1708,1.3,1.7,0.5,-,1.7,0.6,0.3,-,6.8
128,Kirill Kombarov Arsenal Tula,34, D(R),M(R),16(3),1407,2.2,0.7,1.5,0.1,1.8,0.9,0.1,-,6.8
129,Anton Zinkovskiy Krylya Sovetov Samara,25, AM(L),,21(6),1895,1.0,0.4,0.6,-,0.5,1.1,-,-,6.8
130,Varazdat Haroyan Ural,29, D(C),,17(1),1531,1.6,1.5,1.6,0.4,3.9,0.4,0.8,-,6.8
131,Andrey Semenov FK Akhmat,32, D(CR),,30,2700,1.2,2.4,0.5,0.5,4.2,0.5,0.9,1,6.8
132,Aleksey Kozlov FC Rostov,34, D(R),M(R),24,2144,2,1.4,0.8,0.3,2.1,0.7,0.5,-,6.8
133,Vladislav Panteleev Arsenal Tula,25, AM(CR),,3(3),273,0.3,0.3,0.3,0.2,0.3,-,0.2,-,6.79
134,Igor Konovalov Rubin Kazan,25, DMC,,27(2),2464,1.6,1.2,0.9,-,1.6,0.8,0.5,-,6.79
135,Maciej Rybus Lokomotiv Moscow,32, D(LR),M(LR),18(1),1613,1.4,2.2,1.4,0.2,2.4,0.5,0.4,-,6.79
136,Éder Lokomotiv Moscow,33, FW,,20(3),1728,0.4,0.2,1.3,-,0.9,0.1,0.1,-,6.79
137,Roman Neustädter Dinamo Moscow,33, D(C),M(C),19(1),1675,1.6,1.5,1.2,0.1,1.6,0.8,0.2,-,6.79
138,Stanislav Kritsyuk FC Krasnodar,30, GK,,1,90,-,-,-,-,-,-,-,-,6.79
139,Khoren Bayramyan FC Rostov,29, D(LR),M(CL),24(2),1878,1,0.7,1,-,0.4,1.2,0.1,-,6.79
140,Egor Sorokin FC Krasnodar,26, D(C),,6(2),563,1.3,0.5,0.6,0.3,2.1,0.3,0.8,-,6.78
141,Konstantin Rausch Dinamo Moscow,31, D(L),M(L),16(2),1384,1.1,1.6,0.7,-,0.9,0.6,0.1,-,6.78
142,Cristian Ramírez FC Krasnodar,27, D(LR),,24(2),2179,1.2,0.9,1.1,0.1,1.0,0.3,0.2,-,6.78
143,Maksim Kanunnikov Krylya Sovetov Samara,30, AM(LR),FW,12(3),1126,1.1,0.7,1.3,0.1,0.9,0.1,0.2,-,6.77
144,Joãozinho Dinamo Moscow,32, M(CLR),FW,18(1),1417,1.3,0.6,0.8,-,0.3,0.9,-,-,6.77
145,Stanislav Magkeev Lokomotiv Moscow,22, D(C),DMC,7(3),691,1.3,2.0,1.8,0.2,3.2,0.3,0.5,-,6.77
146,Denys Kulakov Ural,35, D(R),,28,2452,1.4,1.2,0.8,0.1,2.4,1.0,0.2,-,6.77
147,Aleksey Gritsaenko FC Tambov,26, D(C),,19,1710,1.0,1.3,1.3,0.2,4.8,0.4,1.2,-,6.77
148,Sly Dinamo Moscow,31, AM(CL),FW,17(3),1503,1.1,0.3,1.5,-,0.3,0.6,0.1,-,6.77
149,Alex Král Spartak Moscow,23, DMC,,18(1),1634,1.9,1.2,0.6,0.2,1.1,0.5,0.2,-,6.77
150,Guram Tetrashvili FC Tambov,33, D(R),DMC,24(1),2075,2,2.1,1.1,-,2.2,1,0.4,-,6.77
151,Aleksandr Maksimenko Spartak Moscow,23, GK,,29,2610,-,-,-,-,0.6,-,-,-,6.76
152,Evgeny Kharin FK Akhmat,26, M(LR),,17(5),1644,2.1,1.2,2,0.1,1.8,1,0.2,-,6.76
153,Marcus Berg FC Krasnodar,35, FW,,15(8),1392,0.3,0.3,1.1,-,0.4,0.2,-,-,6.76
154,Giannelli Imbula PFC Sochi,29, M(C),,0(1),31,1,-,-,-,-,-,-,-,6.76
155,Pavel Shakuro PFC Sochi,24, Defender,,1(1),121,1.5,-,0.5,-,2,1,0.5,-,6.76
156,Andrey Klimovich FC Orenburg,33, GK,,20,1800,0.1,-,0.1,-,0.5,0.1,-,-,6.76
157,Víctor Álvarez Arsenal Tula,28, D(L),M(L),24,2050,1.5,0.9,0.8,0.1,1.9,0.8,0.3,-,6.76
158,Aleksandr Tashaev Rubin Kazan,27, AM(LR),,7,571,2.3,1,1.9,-,0.6,0.6,-,-,6.75
159,Sergey Petrov FC Krasnodar,30, D(LR),M(C),27,2332,1.1,1.1,0.8,0.2,1.2,0.6,0.2,-,6.75
160,Evgeni Chernov FC Rostov,29, D(L),M(L),29,2607,0.8,1,0.6,0.2,2.3,0.4,0.3,-,6.75
161,Roland Gigolaev FK Akhmat,31, D(L),M(L),8,659,2.4,1.8,1.6,0.3,1.4,1.1,0.3,-,6.75
162,Yuri Gazinskiy FC Krasnodar,32, DMC,,10(1),847,1.5,1.7,0.5,-,0.5,0.5,0.1,-,6.75
163,Maksim Belyaev Arsenal Tula,30, D(C),,29,2610,0.8,1.4,0.7,0.5,6,0.4,0.6,-,6.75
164,Rifat Zhemaletdinov Lokomotiv Moscow,25, M(CLR),FW,18(5),1618,1.3,0.4,2.2,-,0.7,0.7,0.2,-,6.75
165,Denis Terentjev Zenit,29, D(LR),,1(1),117,1.5,-,0.5,-,2,-,0.5,-,6.74
166,Valeriu Ciuperca FC Tambov,29, M(C),,20(3),1801,1.9,1,1.8,-,0.8,1,0.3,-,6.74
167,Manuel Fernandes FC Krasnodar,35, M(CL),,10(6),834,0.6,0.2,0.7,-,-,0.2,0.1,-,6.74
168,Aleksandr Dovbnya Arsenal Tula,25, D(C),,4(1),405,1.0,1.6,1.0,0.8,4,0.6,0.6,-,6.73
169,Paul-Viorel Anton Krylya Sovetov Samara,30, M(C),,14(3),1163,1.6,0.9,1.2,-,0.5,1.1,0.2,-,6.73
170,Robert Bauer Arsenal Tula,26, D(CLR),DMC,12(2),1109,2.1,1.8,1.1,0.1,2.9,0.5,0.2,-,6.73
171,Zvonimir Sarlija CSKA Moscow,25, D(C),,6(5),740,1.6,2.4,1.4,0.2,2.1,0.8,0.2,-,6.73
172,Timofey Margasov PFC Sochi,29, D(CLR),M(R),12(3),1063,1.5,0.5,0.6,0.1,2.3,1.1,0.4,-,6.73
173,Aleksey Gerasimov Ural,28, D(C),,4,360,0.8,1.8,0.5,1.5,3.0,0.3,1,-,6.73
174,Fedor Chalov CSKA Moscow,23, AM(CR),FW,29(1),2466,0.3,0.2,0.8,-,0.5,0.5,-,-,6.73
175,Oleg Danchenko Rubin Kazan,27, D(R),M(R),19,1607,1.3,0.8,0.6,0.2,1.4,0.4,0.2,-,6.73
176,Igor Gorbatenko Arsenal Tula,32, M(CLR),,20(4),1849,1.2,0.4,1.3,-,0.8,1.2,0.1,-,6.73
177,Ilya Kutepov Spartak Moscow,28, D(C),,10(1),820,1.0,3.0,1.4,0.5,3.3,0.3,0.8,1,6.72
178,Jón Fjóluson FC Krasnodar,32, D(C),,8(2),722,0.6,0.8,0.4,0.2,3.8,0.1,0.8,-,6.72
179,Sergey Tkachev Arsenal Tula,32, M(CLR),,22(5),1849,1.0,0.4,0.9,-,0.7,0.9,-,-,6.72
180,Dmitriy Stotskiy FC Krasnodar,31, D(LR),M(CLR),8(4),721,2.1,0.8,0.6,-,1.2,0.5,0.2,-,6.72
181,Bernard Berisha FK Akhmat,30, M(CLR),FW,17(5),1437,1.1,0.2,1.4,-,0.2,0.7,0.1,-,6.71
182,Sergey Terekhov FC Orenburg,31, D(CL),M(L),27,2430,1.4,1.9,1.2,0.2,2.7,0.9,0.4,-,6.71
183,Nikita Kalugin PFC Sochi,23, D(CR),,13(3),1163,2,2.6,1.0,0.1,2.3,1.1,0.1,1,6.71
184,Oliver Abildgaard Rubin Kazan,25, DMC,,10(1),824,1.3,1.1,1.5,0.1,1.6,0.5,0.6,-,6.71
185,Alexandru Gatcan Krylya Sovetov Samara,37, D(C),M(C),21(1),1787,2.9,1,1.6,-,0.8,1.3,0.4,-,6.71
186,Fedor Kudryashov PFC Sochi,34, D(CL),M(L),15(1),1338,2,1.3,1.2,0.2,2.2,0.5,0.6,-,6.7
187,Evgeni Frolov Krylya Sovetov Samara,33, GK,,10,900,-,-,0.1,-,1.0,-,-,-,6.7
188,Ilzat Akhmetov CSKA Moscow,23, M(CR),,17(4),1376,1.5,1,1.1,-,0.5,0.6,0.3,-,6.7
189,André Schürrle Spartak Moscow,31, M(CLR),FW,9(4),829,0.6,0.2,0.8,-,0.4,0.2,0.1,-,6.7
190,Alexander Sobolev Spartak Moscow,24, FW,,6(5),626,0.3,0.1,1.4,-,0.4,0.6,-,-,6.69
191,Ade FC Tambov,39, D(C),,26,2276,0.8,1.6,0.5,0.1,4.6,0.5,0.6,1,6.69
192,Jordan Larsson Spartak Moscow,24, AM(CR),FW,19(7),1619,0.4,0.3,0.9,-,0.2,0.5,-,-,6.69
193,Kristoffer Olsson FC Krasnodar,26, M(C),,23(4),1931,1.1,0.9,1.2,-,0.6,1.1,0.1,-,6.69
194,Sergey Parshivlyuk Dinamo Moscow,32, D(R),M(R),15(2),1344,1.6,1,0.8,0.1,1.5,0.4,0.2,-,6.69
195,Anton Shunin Dinamo Moscow,34, GK,,23,1994,-,-,-,-,0.8,-,-,-,6.69
196,Mihail Levashov Arsenal Tula,30, GK,,18,1620,-,-,0.1,-,1.3,-,-,-,6.68
197,Aleksey Rybin FC Tambov,33, D(R),M(R),19,1597,1.5,1.1,0.6,0.1,1.6,0.5,0.5,-,6.68
198,Ibrahim Tsallagov PFC Sochi,30, D(LR),DMC,25(1),2212,2.1,1.5,1.2,-,0.7,0.9,0.6,-,6.68
199,Benedikt Höwedes Lokomotiv Moscow,33, D(CLR),,18,1565,1.4,1.8,0.8,0.5,3.6,0.4,0.6,-,6.68
200,Nikita Chicherin Krylya Sovetov Samara,31, D(CR),,4(2),403,1.7,1.2,1.7,0.2,2.7,0.2,0.2,-,6.68
201,Denis Polyakov Ural,30, D(CLR),,15(2),1440,1.3,1.9,0.8,0.4,5.0,0.5,1,-,6.68
202,Igor Akinfeev CSKA Moscow,35, GK,,30,2700,-,-,-,-,0.4,-,-,-,6.68
203,Artur Yusupov Dinamo Moscow,32, M(CL),,19(2),1425,1.9,1,1.7,-,0.4,1.6,0.2,-,6.68
204,Dusan Lagator PFC Sochi,27, DMC,,6(7),701,1.8,0.9,1.2,0.1,1.7,0.8,0.5,-,6.68
205,Vitaliy Denisov Rubin Kazan,34, D(L),M(L),7(1),598,2.6,2,2.1,0.1,1.3,0.4,0.3,-,6.67
206,Dmitri Skopintsev Dinamo Moscow,24, D(L),M(L),10,805,1.6,0.6,0.5,0.1,1.4,0.5,0.1,-,6.67
207,Yuri Zhirkov Zenit,38, D(L),M(CL),13(8),1171,0.4,0.4,0.7,-,0.5,0.1,0.1,-,6.67
208,Sebastian Szymanski Dinamo Moscow,22, AM(CR),,18(4),1596,2.5,0.4,1.4,-,0.1,0.9,0.1,-,6.66
209,Aleksandr Zuev Rubin Kazan,25, D(LR),M(CLR),17,1436,1.4,0.9,1.4,0.2,1.6,0.6,0.1,-,6.66
210,Vladimir Iljin Ural,29, AM(C),FW,11(7),1214,0.6,0.2,1.8,-,0.2,0.6,-,-,6.66
211,Pavel Karasev FC Tambov,29, DMC,,22(5),1945,2.1,1.5,1,-,0.6,0.9,0.3,-,6.66
212,Vitaly Gudiev FK Akhmat,26, GK,,4,360,-,-,-,-,1.5,-,-,-,6.66
213,Bojan Jokic FC Ufa,35, D(CL),M(L),14(1),1282,1.5,1,0.8,0.2,3.1,0.3,0.3,-,6.66
